"miRNA","Gene"
"hsa-miR-124-3p","NID1"
"hsa-miR-124-3p","ADCY3"
"hsa-miR-124-3p","PDE3B"
"hsa-miR-124-3p","TRIM4"
"hsa-miR-124-3p","TMEM184B"
"hsa-miR-124-3p","RAET1E"
"hsa-miR-124-3p","RCC2"
"hsa-miR-124-3p","SH3PXD2A"
"hsa-miR-124-3p","KLHL14"
"hsa-miR-124-3p","LTA4H"
"hsa-miR-124-3p","F13B"
"hsa-miR-124-3p","NT5E"
"hsa-miR-124-3p","CDADC1"
"hsa-miR-124-3p","TNFRSF11B"
"hsa-miR-124-3p","CA12"
"hsa-miR-124-3p","SLC31A2"
"hsa-miR-124-3p","HMBS"
"hsa-miR-124-3p","BRWD1"
"hsa-miR-124-3p","COL12A1"
"hsa-miR-124-3p","LRRFIP2"
"hsa-miR-124-3p","CAPRIN1"
"hsa-miR-124-3p","IL7"
"hsa-miR-124-3p","SH2D1B"
"hsa-miR-124-3p","EPB41L5"
"hsa-miR-124-3p","ANPEP"
"hsa-miR-124-3p","FAM105A"
"hsa-miR-124-3p","ASCC3"
"hsa-miR-124-3p","MSN"
"hsa-miR-124-3p","DDX50"
"hsa-miR-124-3p","CCDC39"
"hsa-miR-124-3p","BIRC2"
"hsa-miR-124-3p","C1orf107"
"hsa-miR-124-3p","ICAM5"
"hsa-miR-124-3p","RFX1"
"hsa-miR-124-3p","SEC11A"
"hsa-miR-124-3p","CEPT1"
"hsa-miR-124-3p","RAB11FIP5"
"hsa-miR-124-3p","TSP50"
"hsa-miR-124-3p","ANXA11"
"hsa-miR-124-3p","KLHL24"
"hsa-miR-124-3p","VNN2"
"hsa-miR-124-3p","JAG2"
"hsa-miR-124-3p","SFRS2IP"
"hsa-miR-124-3p","SSNA1"
"hsa-miR-124-3p","RAG1AP1"
"hsa-miR-124-3p","TCOF1"
"hsa-miR-124-3p","TNFRSF12A"
"hsa-miR-124-3p","MICAL2"
"hsa-miR-124-3p","DISC1"
"hsa-miR-124-3p","DHRS3"
"hsa-miR-124-3p","MESDC2"
"hsa-miR-124-3p","QSOX1"
"hsa-miR-124-3p","PTPRB"
"hsa-miR-124-3p","SLC26A2"
"hsa-miR-124-3p","FMNL2"
"hsa-miR-124-3p","DUS4L"
"hsa-miR-124-3p","CPSF4"
"hsa-miR-124-3p","SLC16A6"
"hsa-miR-124-3p","TMEM20"
"hsa-miR-124-3p","TMEM104"
"hsa-miR-124-3p","ID1"
"hsa-miR-124-3p","RANBP10"
"hsa-miR-124-3p","ABCC3"
"hsa-miR-124-3p","FBXL11"
"hsa-miR-124-3p","DRG2"
"hsa-miR-124-3p","ZWINT"
"hsa-miR-124-3p","PAQR3"
"hsa-miR-124-3p","SCAMP2"
"hsa-miR-124-3p","TTC8"
"hsa-miR-124-3p","SLC44A1"
"hsa-miR-124-3p","SPIN3"
"hsa-miR-124-3p","ARHGAP28"
"hsa-miR-124-3p","TPST1"
"hsa-miR-124-3p","GPR175"
"hsa-miR-124-3p","WASF2"
"hsa-miR-124-3p","KIAA1217"
"hsa-miR-124-3p","EVI5"
"hsa-miR-124-3p","RRP15"
"hsa-miR-124-3p","TUB"
"hsa-miR-124-3p","PACSIN3"
"hsa-miR-124-3p","GDA"
"hsa-miR-124-3p","TSR2"
"hsa-miR-124-3p","TCF3"
"hsa-miR-124-3p","CRTC3"
"hsa-miR-124-3p","MUC1"
"hsa-miR-124-3p","WDR51B"
"hsa-miR-124-3p","GNPDA1"
"hsa-miR-124-3p","GALNT3"
"hsa-miR-124-3p","FTSJ1"
"hsa-miR-124-3p","LRIG1"
"hsa-miR-124-3p","ZNF483"
"hsa-miR-124-3p","CAMP"
"hsa-miR-124-3p","DKC1"
"hsa-miR-124-3p","KIF13A"
"hsa-miR-124-3p","CYP2U1"
"hsa-miR-124-3p","PPAP2B"
"hsa-miR-124-3p","TMED10"
"hsa-miR-124-3p","AURKB"
"hsa-miR-124-3p","ALDH3B2"
"hsa-miR-124-3p","COL1A1"
"hsa-miR-124-3p","ICMT"
"hsa-miR-124-3p","C20orf175"
"hsa-miR-124-3p","TUBB4"
"hsa-miR-124-3p","MICAL1"
"hsa-miR-124-3p","G3BP2"
"hsa-miR-124-3p","C3orf45"
"hsa-miR-124-3p","PLA2G7"
"hsa-miR-124-3p","CMTM3"
"hsa-miR-124-3p","PQLC3"
"hsa-miR-124-3p","PPRC1"
"hsa-miR-124-3p","TSEN54"
"hsa-miR-124-3p","RRAS"
"hsa-miR-124-3p","PEX16"
"hsa-miR-124-3p","METAP2"
"hsa-miR-124-3p","IL18R1"
"hsa-miR-124-3p","RAB8A"
"hsa-miR-124-3p","IFIT2"
"hsa-miR-124-3p","ACTR3"
"hsa-miR-124-3p","IVD"
"hsa-miR-124-3p","ITGA3"
"hsa-miR-124-3p","IRAK3"
"hsa-miR-124-3p","TUBA3D"
"hsa-miR-124-3p","PRPH"
"hsa-miR-124-3p","KIRREL2"
"hsa-miR-124-3p","TBX22"
"hsa-miR-124-3p","TRPV3"
"hsa-miR-124-3p","CXorf39"
"hsa-miR-124-3p","MDK"
"hsa-miR-124-3p","WASF4"
"hsa-miR-124-3p","LRRC15"
"hsa-miR-124-3p","APPL2"
"hsa-miR-124-3p","LNX2"
"hsa-miR-124-3p","AVEN"
"hsa-miR-124-3p","SPIN1"
"hsa-miR-124-3p","MAPK1IP1L"
"hsa-miR-124-3p","LYVE1"
"hsa-miR-124-3p","ENAH"
"hsa-miR-124-3p","CALR"
"hsa-miR-124-3p","VANGL1"
"hsa-miR-124-3p","ENDOD1"
"hsa-miR-124-3p","SH2B3"
"hsa-miR-124-3p","HOXC9"
"hsa-miR-124-3p","SLC39A3"
"hsa-miR-124-3p","DISP1"
"hsa-miR-124-3p","TMEM45A"
"hsa-miR-124-3p","PTRF"
"hsa-miR-124-3p","NOL8"
"hsa-miR-124-3p","2-Sep"
"hsa-miR-124-3p","SLC35F3"
"hsa-miR-124-3p","POLR2L"
"hsa-miR-124-3p","SMCR7L"
"hsa-miR-124-3p","RILPL2"
"hsa-miR-124-3p","SLC43A3"
"hsa-miR-124-3p","SLC1A4"
"hsa-miR-124-3p","PSD4"
"hsa-miR-124-3p","C9orf23"
"hsa-miR-124-3p","PLA2G4A"
"hsa-miR-124-3p","GPR161"
"hsa-miR-124-3p","TBXA2R"
"hsa-miR-124-3p","C19orf21"
"hsa-miR-124-3p","IL1R1"
"hsa-miR-124-3p","HEATR5A"
"hsa-miR-124-3p","CAPRIN2"
"hsa-miR-124-3p","ASCC2"
"hsa-miR-124-3p","CDK2"
"hsa-miR-124-3p","F3"
"hsa-miR-124-3p","GMPR2"
"hsa-miR-124-3p","LYSMD3"
"hsa-miR-124-3p","PICALM"
"hsa-miR-124-3p","GATA6"
"hsa-miR-124-3p","NBL1"
"hsa-miR-124-3p","MRPL49"
"hsa-miR-124-3p","EVI2A"
"hsa-miR-124-3p","BMP6"
"hsa-miR-124-3p","IMPACT"
"hsa-miR-124-3p","ZBTB6"
"hsa-miR-124-3p","ACP6"
"hsa-miR-124-3p","PARN"
"hsa-miR-124-3p","NRTN"
"hsa-miR-124-3p","CLTA"
"hsa-miR-124-3p","RHOA"
"hsa-miR-124-3p","SERPINB2"
"hsa-miR-124-3p","ARMC1"
"hsa-miR-124-3p","ANGPTL4"
"hsa-miR-124-3p","C11orf75"
"hsa-miR-124-3p","LAMB3"
"hsa-miR-124-3p","PGM5"
"hsa-miR-124-3p","GPM6B"
"hsa-miR-124-3p","ZMPSTE24"
"hsa-miR-124-3p","HTRA3"
"hsa-miR-124-3p","SYPL1"
"hsa-miR-124-3p","SLC1A3"
"hsa-miR-124-3p","FAM29A"
"hsa-miR-124-3p","DCTN3"
"hsa-miR-124-3p","EEA1"
"hsa-miR-124-3p","SLITRK4"
"hsa-miR-124-3p","NASP"
"hsa-miR-124-3p","TNS4"
"hsa-miR-124-3p","SYNJ2BP"
"hsa-miR-124-3p","EIF2AK2"
"hsa-miR-124-3p","PLSCR4"
"hsa-miR-124-3p","TGFB1I1"
"hsa-miR-124-3p","GOLGA7"
"hsa-miR-124-3p","C3orf58"
"hsa-miR-124-3p","ID4"
"hsa-miR-124-3p","TGOLN2"
"hsa-miR-124-3p","PTGS2"
"hsa-miR-124-3p","TRIM37"
"hsa-miR-124-3p","CA5B"
"hsa-miR-124-3p","LHX2"
"hsa-miR-124-3p","PHF17"
"hsa-miR-124-3p","TMEM121"
"hsa-miR-124-3p","ACADL"
"hsa-miR-124-3p","KIF1B"
"hsa-miR-124-3p","DDX19A"
"hsa-miR-124-3p","EREG"
"hsa-miR-124-3p","MAP3K4"
"hsa-miR-124-3p","ZHX3"
"hsa-miR-124-3p","POFUT1"
"hsa-miR-124-3p","C1orf85"
"hsa-miR-124-3p","ABHD4"
"hsa-miR-124-3p","ABT1"
"hsa-miR-124-3p","MKX"
"hsa-miR-124-3p","SGSM3"
"hsa-miR-124-3p","SHC1"
"hsa-miR-124-3p","EIF3EIP"
"hsa-miR-124-3p","ATG4A"
"hsa-miR-124-3p","MLLT4"
"hsa-miR-124-3p","PORCN"
"hsa-miR-124-3p","TAX1BP3"
"hsa-miR-124-3p","TMEM109"
"hsa-miR-124-3p","CD2AP"
"hsa-miR-124-3p","SAMD11"
"hsa-miR-124-3p","PIWIL4"
"hsa-miR-124-3p","GAS6"
"hsa-miR-124-3p","DCUN1D5"
"hsa-miR-124-3p","SNRPB"
"hsa-miR-124-3p","PES1"
"hsa-miR-124-3p","GREM1"
"hsa-miR-124-3p","UNC5B"
"hsa-miR-124-3p","TRIM25"
"hsa-miR-124-3p","RAPGEF3"
"hsa-miR-124-3p","MVK"
"hsa-miR-124-3p","KIAA1704"
"hsa-miR-124-3p","ABCF2"
"hsa-miR-124-3p","DNAH5"
"hsa-miR-124-3p","KCNK18"
"hsa-miR-124-3p","RHBDF1"
"hsa-miR-124-3p","SERTAD2"
"hsa-miR-124-3p","IQCK"
"hsa-miR-124-3p","MSRB3"
"hsa-miR-124-3p","C8orf33"
"hsa-miR-124-3p","CCDC99"
"hsa-miR-124-3p","DUSP2"
"hsa-miR-124-3p","RAB3IL1"
"hsa-miR-124-3p","VPS37C"
"hsa-miR-124-3p","EPGN"
"hsa-miR-124-3p","LDLRAP1"
"hsa-miR-124-3p","ANAPC7"
"hsa-miR-124-3p","FGF5"
"hsa-miR-124-3p","MFAP4"
"hsa-miR-124-3p","TLR3"
"hsa-miR-124-3p","RXFP1"
"hsa-miR-124-3p","SDCCAG8"
"hsa-miR-124-3p","TRPC1"
"hsa-miR-124-3p","TMEM43"
"hsa-miR-124-3p","CCDC71"
"hsa-miR-124-3p","YKT6"
"hsa-miR-124-3p","SERTAD4"
"hsa-miR-124-3p","MBD6"
"hsa-miR-124-3p","PGGT1B"
"hsa-miR-124-3p","FAM19A2"
"hsa-miR-124-3p","TSC22D4"
"hsa-miR-124-3p","LIN7A"
"hsa-miR-124-3p","PEMT"
"hsa-miR-124-3p","CCDC142"
"hsa-miR-124-3p","MRPS12"
"hsa-miR-124-3p","DYNC2H1"
"hsa-miR-124-3p","PUS3"
"hsa-miR-124-3p","SAMSN1"
"hsa-miR-124-3p","NONO"
"hsa-miR-124-3p","HELLS"
"hsa-miR-124-3p","NOSIP"
"hsa-miR-124-3p","MTCH1"
"hsa-miR-124-3p","SH2D3A"
"hsa-miR-124-3p","TMED1"
"hsa-miR-124-3p","SMARCA2"
"hsa-miR-124-3p","TOMM34"
"hsa-miR-124-3p","TMEM44"
"hsa-miR-124-3p","AGTR2"
"hsa-miR-124-3p","OCA2"
"hsa-miR-124-3p","EPDR1"
"hsa-miR-124-3p","RASIP1"
"hsa-miR-124-3p","EMD"
"hsa-miR-124-3p","PNPLA2"
"hsa-miR-124-3p","FAM89A"
"hsa-miR-124-3p","TNPO1"
"hsa-miR-124-3p","BCCIP"
"hsa-miR-124-3p","HOXA3"
"hsa-miR-124-3p","SLC38A2"
"hsa-miR-124-3p","PPP1R13L"
"hsa-miR-124-3p","DPF2"
"hsa-miR-124-3p","WTAP"
"hsa-miR-124-3p","RECK"
"hsa-miR-124-3p","PBX1"
"hsa-miR-124-3p","ZNF395"
"hsa-miR-124-3p","TXLNA"
"hsa-miR-124-3p","NMNAT1"
"hsa-miR-124-3p","ADAMTS1"
"hsa-miR-124-3p","SDF2L1"
"hsa-miR-124-3p","TRIB3"
"hsa-miR-124-3p","NEU4"
"hsa-miR-124-3p","RAB27A"
"hsa-miR-124-3p","MALL"
"hsa-miR-124-3p","SLC46A3"
"hsa-miR-124-3p","ZNF451"
"hsa-miR-124-3p","POLA1"
"hsa-miR-124-3p","ADAMTSL5"
"hsa-miR-124-3p","ZBTB2"
"hsa-miR-124-3p","SOS2"
"hsa-miR-124-3p","PLEKHF2"
"hsa-miR-124-3p","CNNM2"
"hsa-miR-124-3p","RNFT1"
"hsa-miR-124-3p","PALLD"
"hsa-miR-124-3p","BEX1"
"hsa-miR-124-3p","SGMS1"
"hsa-miR-124-3p","TPP1"
"hsa-miR-124-3p","GFPT2"
"hsa-miR-124-3p","FXR1"
"hsa-miR-124-3p","B3GNT1"
"hsa-miR-124-3p","VKORC1"
"hsa-miR-124-3p","CDO1"
"hsa-miR-124-3p","TYK2"
"hsa-miR-124-3p","CTHRC1"
"hsa-miR-124-3p","CSTF3"
"hsa-miR-124-3p","SLC7A1"
"hsa-miR-124-3p","MOBP"
"hsa-miR-124-3p","VIM"
"hsa-miR-124-3p","ZDHHC14"
"hsa-miR-124-3p","SPHK1"
"hsa-miR-124-3p","CHIC2"
"hsa-miR-124-3p","TMEM41A"
"hsa-miR-124-3p","EMP1"
"hsa-miR-124-3p","SEC22C"
"hsa-miR-124-3p","CEBPE"
"hsa-miR-124-3p","LDLR"
"hsa-miR-124-3p","CD55"
"hsa-miR-124-3p","KRT33A"
"hsa-miR-124-3p","MPHOSPH10"
"hsa-miR-124-3p","VASN"
"hsa-miR-124-3p","FAM83H"
"hsa-miR-124-3p","CTSH"
"hsa-miR-124-3p","KIAA1409"
"hsa-miR-124-3p","ANAPC5"
"hsa-miR-124-3p","KLF2"
"hsa-miR-124-3p","NFIA"
"hsa-miR-124-3p","ANGPTL7"
"hsa-miR-124-3p","CCDC102B"
"hsa-miR-124-3p","CDON"
"hsa-miR-124-3p","NFATC1"
"hsa-miR-124-3p","NCAPH2"
"hsa-miR-124-3p","MAPK11"
"hsa-miR-124-3p","PDPR"
"hsa-miR-124-3p","PHF7"
"hsa-miR-124-3p","TMEM5"
"hsa-miR-124-3p","KIAA0774"
"hsa-miR-124-3p","PGM2"
"hsa-miR-124-3p","DEFB118"
"hsa-miR-124-3p","ABCG8"
"hsa-miR-124-3p","RBM28"
"hsa-miR-124-3p","RHBDL2"
"hsa-miR-124-3p","MFSD1"
"hsa-miR-124-3p","FRMD3"
"hsa-miR-124-3p","EHD2"
"hsa-miR-124-3p","ARAF"
"hsa-miR-124-3p","LAPTM4A"
"hsa-miR-124-3p","SPOCD1"
"hsa-miR-124-3p","GPC1"
"hsa-miR-124-3p","RRAS2"
"hsa-miR-124-3p","SGPL1"
"hsa-miR-124-3p","C5orf4"
"hsa-miR-124-3p","SLC29A1"
"hsa-miR-124-3p","AKAP4"
"hsa-miR-124-3p","FCHSD2"
"hsa-miR-124-3p","CAPNS1"
"hsa-miR-124-3p","MMP19"
"hsa-miR-124-3p","PCSK9"
"hsa-miR-124-3p","TMTC2"
"hsa-miR-124-3p","DBT"
"hsa-miR-124-3p","ERBB2"
"hsa-miR-124-3p","OSBP"
"hsa-miR-124-3p","CALCRL"
"hsa-miR-124-3p","GNB2L1"
"hsa-miR-124-3p","CENPQ"
"hsa-miR-124-3p","ILF2"
"hsa-miR-124-3p","ZNF548"
"hsa-miR-124-3p","C12orf41"
"hsa-miR-124-3p","FPGS"
"hsa-miR-124-3p","PLEKHA1"
"hsa-miR-124-3p","SRBD1"
"hsa-miR-124-3p","PHF6"
"hsa-miR-124-3p","MBNL1"
"hsa-miR-124-3p","RNF141"
"hsa-miR-124-3p","KIF26A"
"hsa-miR-124-3p","CABLES1"
"hsa-miR-124-3p","FKBP14"
"hsa-miR-124-3p","USP38"
"hsa-miR-124-3p","RASSF2"
"hsa-miR-124-3p","AGTR1"
"hsa-miR-124-3p","TCTA"
"hsa-miR-124-3p","GPATCH4"
"hsa-miR-124-3p","CSDA"
"hsa-miR-124-3p","PLA2G4C"
"hsa-miR-124-3p","AARS"
"hsa-miR-124-3p","DPH5"
"hsa-miR-124-3p","SQRDL"
"hsa-miR-124-3p","EDN1"
"hsa-miR-124-3p","TP63"
"hsa-miR-124-3p","CORO2A"
"hsa-miR-124-3p","LARP1"
"hsa-miR-124-3p","NUFIP2"
"hsa-miR-124-3p","ARPP-21"
"hsa-miR-124-3p","CD86"
"hsa-miR-124-3p","IFI16"
"hsa-miR-124-3p","WBSCR16"
"hsa-miR-124-3p","STX18"
"hsa-miR-124-3p","KDELR2"
"hsa-miR-124-3p","CCDC3"
"hsa-miR-124-3p","OGFOD2"
"hsa-miR-124-3p","CTNS"
"hsa-miR-124-3p","PPIF"
"hsa-miR-124-3p","SAMD10"
"hsa-miR-124-3p","JUP"
"hsa-miR-124-3p","NRF1"
"hsa-miR-124-3p","FAM133A"
"hsa-miR-124-3p","MMP26"
"hsa-miR-124-3p","ANXA6"
"hsa-miR-124-3p","USP47"
"hsa-miR-124-3p","LAMP2"
"hsa-miR-124-3p","FLJ25084"
"hsa-miR-124-3p","MGC5508"
"hsa-miR-124-3p","MGC62100"
"hsa-miR-124-3p","PP1201"
"hsa-miR-124-3p","KIAA0830"
"hsa-miR-124-3p","FLJ20847"
"hsa-miR-124-3p","TWIST2"
"hsa-miR-124-3p","C9orf88"
"hsa-miR-124-3p","SWAP70"
"hsa-miR-124-3p","E2IG4"
"hsa-miR-124-3p","NS5ATP13TP2"
"hsa-miR-124-3p","SYPL"
"hsa-miR-124-3p","ARH"
"hsa-miR-124-3p","FN5"
"hsa-miR-124-3p","RAM2"
"hsa-miR-124-3p","Contig3845_RC"
"hsa-miR-124-3p","PARG1"
"hsa-miR-124-3p","KIAA1102"
"hsa-miR-124-3p","FLJ46072"
"hsa-miR-124-3p","FLJ11259"
"hsa-miR-124-3p","LOC55974"
"hsa-miR-124-3p","THG-1"
"hsa-miR-124-3p","C14orf32"
"hsa-miR-124-3p","HIC"
"hsa-miR-124-3p","HSPC135"
"hsa-miR-124-3p","G3BP"
"hsa-miR-124-3p","CT120"
"hsa-miR-124-3p","FLJ10099"
"hsa-miR-124-3p","CHP"
"hsa-miR-124-3p","FLJ20273"
"hsa-miR-124-3p","C10orf56"
"hsa-miR-124-3p","SPC18"
"hsa-miR-124-3p","KIS"
"hsa-miR-124-3p","C3orf4"
"hsa-miR-124-3p","LOC339924"
"hsa-miR-124-3p","MGC20741"
"hsa-miR-124-3p","TBDN100"
"hsa-miR-124-3p","LOC116064"
"hsa-miR-124-3p","FLJ20364"
"hsa-miR-124-3p","MGC4083"
"hsa-miR-124-3p","C18orf37"
"hsa-miR-124-3p","RAI"
"hsa-miR-124-3p","MGC17943"
"hsa-miR-124-3p","FLJ21924"
"hsa-miR-124-3p","GCL"
"hsa-miR-124-3p","ARAF1"
"hsa-miR-124-3p","C2orf12"
"hsa-miR-124-3p","FLJ10420"
"hsa-miR-124-3p","TMEM16F"
"hsa-miR-124-3p","Q9Y4E5-3"
"hsa-miR-124-3p","LOC144097"
"hsa-miR-124-3p","RUFY3"
"hsa-miR-124-3p","Q5T1M3_HUMAN"
"hsa-miR-124-3p","LOC202459"
"hsa-miR-124-3p","LOC57228"
"hsa-miR-124-3p","DSEL"
"hsa-miR-124-3p","HN1L"
"hsa-miR-124-3p","GCN5L2"
"hsa-miR-124-3p","ASAM"
"hsa-miR-124-3p","LOC285908"
"hsa-miR-124-3p","KIAA1975"
"hsa-miR-124-3p","ENP5_HUMAN"
"hsa-miR-124-3p","RAB2A"
"hsa-miR-124-3p","PTH2R"
"hsa-miR-124-3p","LOC399947"
"hsa-miR-124-3p","C6ORF32"
"hsa-miR-124-3p","KIAA1946"
"hsa-miR-124-3p","M-RIP"
"hsa-miR-124-3p","Q9Y6R3_HUMAN"
"hsa-miR-124-3p","MLSTD2"
"hsa-miR-124-3p","C12ORF40"
"hsa-miR-124-3p","KDSR"
"hsa-miR-124-3p","P07384"
"hsa-miR-124-3p","PIP3-E"
"hsa-miR-124-3p","KCD12_HUMAN"
"hsa-miR-124-3p","RNF144B"
"hsa-miR-124-3p","IKIP"
"hsa-miR-124-3p","KIAA1804"
"hsa-miR-124-3p","GALT4_HUMAN"
"hsa-miR-124-3p","EGFL11"
"hsa-miR-124-3p","KIAA0157"
"hsa-miR-124-3p","Q8N749_HUMAN"
"hsa-miR-124-3p","KIAA1754"
"hsa-miR-124-3p","EDG8"
"hsa-miR-124-3p","GTF3C6"
"hsa-miR-124-3p","MST4"
"hsa-miR-124-3p","FLJ10357"
"hsa-miR-124-3p","KIAA0152"
"hsa-miR-124-3p","DC2"
"hsa-miR-124-3p","ELP2"
"hsa-miR-124-3p","NT5C1B"
"hsa-miR-124-3p","GNG10"
"hsa-miR-124-3p","TMEM16A"
"hsa-miR-124-3p","C9ORF58"
"hsa-miR-124-3p","LOC493869"
"hsa-miR-124-3p","Q8NCS4_HUMAN"
"hsa-miR-124-3p","Q6ZND0_HUMAN"
"hsa-miR-124-3p","TREX2"
"hsa-miR-124-3p","RCAN1"
"hsa-miR-124-3p","WDR79"
"hsa-miR-124-3p","Q8N8V5_HUMAN"
"hsa-miR-124-3p","LCA5L"
"hsa-miR-124-3p","Q7Z3P1_HUMAN"
"hsa-miR-124-3p","Q5TA04_HUMAN"
"hsa-miR-124-3p","SHPK"
"hsa-miR-124-3p","SNAG1"
"hsa-miR-124-3p","C12ORF31"
"hsa-miR-124-3p","LOC129293"
"hsa-miR-124-3p","Q8N230_HUMAN"
"hsa-miR-124-3p","HNRPCL1"
"hsa-miR-124-3p","NUPR1"
"hsa-miR-124-3p","KIAA1641"
"hsa-miR-124-3p","C1ORF181"
"hsa-miR-124-3p","UGT1A10"
"hsa-miR-124-3p","Q8N1B6"
"hsa-miR-124-3p","MGC3207"
"hsa-miR-124-3p","SYNC1"
"hsa-miR-124-3p","Q8TDY3"
"hsa-miR-124-3p","Q9BQS2-2"
"hsa-miR-124-3p","IMP3_HUMAN"
"hsa-miR-124-3p","RBPJ"
"hsa-miR-124-3p","KIF16B"
"hsa-miR-124-3p","P45954"
"hsa-miR-124-3p","FLJ44048"
"hsa-miR-124-3p","O94893_HUMAN"
"hsa-miR-124-3p","C9ORF19"
"hsa-miR-124-3p","C9ORF32"
"hsa-miR-124-3p","C10ORF38"
"hsa-miR-124-3p","NP_000245"
"hsa-miR-124-3p","NOLA1"
"hsa-miR-124-3p","NP_061178"
"hsa-miR-124-3p","TRBM_HUMAN"
"hsa-miR-124-3p","LOC91461"
"hsa-miR-124-3p","Q8NDX5-4"
"hsa-miR-124-3p","LYCAT"
"hsa-miR-124-3p","NP_001739"
"hsa-miR-124-3p","MED20"
"hsa-miR-124-3p","LOC100131439"
"hsa-miR-124-3p","PRKCB1"
"hsa-miR-124-3p","EIF3B"
"hsa-miR-124-3p","CNKSR3"
"hsa-miR-124-3p","KIAA1553"
"hsa-miR-124-3p","Q59HH2"
"hsa-miR-124-3p","Q8NAP4_HUMAN"
"hsa-miR-124-3p","LOC91431"
"hsa-miR-124-3p","C20ORF77"
"hsa-miR-124-3p","K0040_HUMAN"
"hsa-miR-124-3p","RPS15"
"hsa-miR-124-3p","KLF6"
"hsa-miR-124-3p","LOC201725"
"hsa-miR-124-3p","FLJ14213"
"hsa-miR-124-3p","Q9BWA2_HUMAN"
"hsa-miR-124-3p","Q9H2R0_HUMAN"
"hsa-miR-124-3p","MFSD10"
"hsa-mir-124a","VAMP3"
"hsa-mir-124a","BACE1"
"hsa-mir-124a","CTDSP1"
"hsa-miR-125a-5p","ERBB3"
"hsa-miR-125a-5p","LIN28"
"hsa-miR-125a-5p","ERBB2"
"hsa-miR-125a-5p","CD34"
"hsa-miR-125a-5p","ZFAND1"
"hsa-miR-125a-5p","NOP16"
"hsa-miR-125a-5p","RBM17"
"hsa-miR-125a-5p","OMA1"
"hsa-miR-125a-5p","RBAK"
"hsa-miR-125a-5p","CREB5"
"hsa-miR-125a-5p","DUSP3"
"hsa-miR-125a-5p","YES1"
"hsa-miR-125a-5p","PANX1"
"hsa-miR-125a-5p","NR1D2"
"hsa-miR-125a-5p","PDPK1"
"hsa-miR-125a-5p","PUM2"
"hsa-miR-125a-5p","ERMP1"
"hsa-miR-125a-5p","CRK"
"hsa-miR-125a-5p","C22orf13"
"hsa-miR-125a-5p","EIF4EBP1"
"hsa-miR-125a-5p","HOXC4"
"hsa-miR-125a-5p","TCEB2"
"hsa-miR-125a-5p","ARPC5"
"hsa-miR-125a-5p","MAPK8"
"hsa-miR-125a-5p","TMEM101"
"hsa-miR-125a-5p","PARD6B"
"hsa-miR-125a-5p","CORO1C"
"hsa-miR-125a-5p","ZBTB10"
"hsa-miR-125a-5p","ZNF776"
"hsa-miR-125a-5p","TNPO2"
"hsa-miR-125a-5p","NDUFB6"
"hsa-miR-125a-5p","ATL2"
"hsa-miR-125a-5p","SNX4"
"hsa-miR-125a-5p","OSTM1"
"hsa-miR-125a-5p","ATXN1"
"hsa-miR-125a-5p","YOD1"
"hsa-miR-125a-5p","E2F7"
"hsa-miR-125a-5p","CLDN12"
"hsa-miR-125a-5p","SLC1A5"
"hsa-miR-125b-5p","LIN28"
"hsa-miR-125b-5p","MUC1"
"hsa-miR-125b-5p","E2F3"
"hsa-miR-125b-5p","EPO"
"hsa-miR-125b-5p","KLF1"
"hsa-miR-125b-5p","TBXAS1"
"hsa-miR-125b-5p","ERBB2"
"hsa-miR-125b-5p","C-Raf"
"hsa-miR-125b-5p","IL-6"
"hsa-miR-125b-5p","CYP24"
"hsa-miR-125b-5p","GlyA"
"hsa-miR-125b-5p","p53"
"hsa-miR-125b-5p","TNF-Î±"
"hsa-miR-125b-5p","PF-4"
"hsa-miR-125b-5p","CD61"
"hsa-miR-125b-5p","CD42a"
"hsa-mir-126-3p","PGR"
"hsa-miR-126-3p","VCAM1"
"hsa-miR-126-3p","SLC45A3"
"hsa-miR-126-3p","EGFL7"
"hsa-miR-126-3p","PIK3R2"
"hsa-miR-126-3p","RGS3"
"hsa-miR-126-3p","TOM1"
"hsa-miR-126-3p","CRK"
"hsa-miR-126-3p","VEGFA"
"hsa-miR-126-3p","V-CRK"
"hsa-miR-126-3p","p85beta"
"hsa-miR-126-5p","SLC45A3"
"hsa-miR-128-3p","CTDSP1"
"hsa-miR-128-3p","SOX2"
"hsa-miR-128-3p","KLF4"
"hsa-miR-128-3p","TMTC3"
"hsa-miR-128-3p","BCL11B"
"hsa-miR-128-3p","LYSMD3"
"hsa-miR-128-3p","NOP2"
"hsa-miR-128-3p","ESCO2"
"hsa-miR-128-3p","RNF182"
"hsa-miR-128-3p","C10orf22"
"hsa-miR-128-3p","MAP2K1"
"hsa-miR-128-3p","GPAM"
"hsa-miR-128-3p","RAB21"
"hsa-miR-128-3p","AFF4"
"hsa-miR-128-3p","AP001453.6-2"
"hsa-miR-128-3p","NXT1"
"hsa-miR-128-3p","NCK2"
"hsa-miR-128-3p","FAM89A"
"hsa-miR-128-3p","FNBP1"
"hsa-miR-128-3p","TROVE2"
"hsa-miR-128-3p","UBE2D1"
"hsa-miR-128-3p","ZNF652"
"hsa-miR-128-3p","CLPP"
"hsa-miR-128-3p","DCP2"
"hsa-miR-128-3p","RBBP5"
"hsa-miR-128-3p","GATA6"
"hsa-miR-128-3p","KLF5"
"hsa-miR-128-3p","MPP2"
"hsa-miR-128-3p","ZNF236"
