"miRNAs","Gene"
"hsa-let-7c*","COX8A"
"hsa-let-7c*","TAF1C"
"hsa-let-7c*","RNASEN"
"hsa-let-7c*","DGCR8"
"hsa-let-7c*","KRAS"
"hsa-let-7c*","NRAS"
"hsa-let-7c*","FBXW7"
"hsa-let-7c*","SHH"
"hsa-let-7c*","PI3"
"hsa-let-7c*","PIK3CA"
"hsa-let-7c*","DDX6"
"hsa-let-7c*","EIF2C1"
"hsa-let-7c*","EIF2C2"
"hsa-let-7c*","LSM1"
"hsa-let-7c*","SCPEP1"
"hsa-let-7c*","BCL2"
"hsa-let-7c*","TNRC6A"
"hsa-let-7c*","LIN28B"
"hsa-let-7c*","TNRC6B"
"hsa-let-7c*","FMR1"
"hsa-let-7c*","MOV10"
"hsa-let-7c*","ZNF362"
"hsa-let-7c*","HMGA2"
"hsa-let-7c*","NFKB1"
"hsa-let-7c*","DNMT1"
"hsa-let-7c*","DNMT3B"
"hsa-let-7c*","PPARA"
"hsa-let-7c*","EIF4E"
"hsa-let-7c*","FAS"
"hsa-let-7c*","TCF19"
"hsa-let-7c*","TWIST1"
"hsa-let-7c*","CCND1"
"hsa-let-7c*","CCNG1"
"hsa-let-7c*","CDKN2A"
"hsa-let-7c*","LRP1B"
"hsa-let-7c*","PTPRD"
"hsa-let-7c*","DHDDS"
"hsa-let-7c*","IRF6"
"hsa-let-7c*","CDK6"
"hsa-let-7c*","CDC25A"
"hsa-let-7c*","POLD3"
"hsa-let-7c*","EGFR"
"hsa-let-7c*","MYC"
"hsa-let-7c*","CYP27B1"
"hsa-let-7c*","FOXA1"
"hsa-let-7c*","VDR"
"hsa-let-7c*","NR1I2"
"hsa-let-7c*","E2F3"
"hsa-let-7c*","EIF4EBP1"
"hsa-let-7c*","MCL1"
"hsa-let-7c*","E2F1"
"hsa-let-7c*","NOL3"
"hsa-let-7c*","CDK4"
"hsa-let-7c*","CLCN3"
"hsa-let-7c*","MAP3K8"
"hsa-let-7c*","IRAK4"
"hsa-let-7c*","PTGS1"
"hsa-let-7c*","ALG2"
"hsa-let-7c*","TNFSF10"
"hsa-let-7c*","TNF"
"hsa-let-7c*","FXR1"
"hsa-let-7c*","KIT"
"hsa-let-7c*","TRAT1"
"hsa-let-7c*","TRIM17"
"hsa-let-7c*","ATN1"
"hsa-let-7c*","AKT1"
"hsa-let-7c*","BIRC3"
"hsa-let-7c*","PTEN"
"hsa-let-7c*","SYNE1"
"hsa-let-7c*","FLT3"
"hsa-let-7c*","HOXA10"
"hsa-let-7c*","MEIS1"
"hsa-let-7c*","NPM1"
"hsa-let-7c*","CEBPA"
"hsa-let-7c*","CCNA2"
"hsa-let-7c*","IGF2BP1"
"hsa-let-7c*","USP25"
"hsa-let-7c*","MBL2"
"hsa-let-7c*","SAMSN1"
"hsa-let-7c*","NPAT"
"hsa-let-7c*","TUT1"
"hsa-let-7c*","EPHB2"
"hsa-let-7c*","GRM7"
"hsa-let-7c*","RABEPK"
"hsa-let-7c*","EXOSC1"
"hsa-let-7c*","CDKN1A"
"hsa-let-7c*","PAK3"
"hsa-let-7c*","CYCS"
"hsa-let-7c*","EIF3A"
"hsa-let-7c*","CDKN2D"
"hsa-let-7c*","KITLG"
"hsa-let-7c*","SKP1"
"hsa-let-7c*","WEE1"
"hsa-let-7c*","CDC34"
"hsa-let-7c*","HMGA1"
"hsa-let-7c*","TRIM32"
"hsa-let-7c*","RDX"
"hsa-let-7c*","COL1A1"
"hsa-let-7c*","COL4A2"
"hsa-let-7c*","DUSP2"
"hsa-let-7c*","COL5A3"
"hsa-let-7c*","CTNNBIP1"
"hsa-let-7c*","TGFB3"
"hsa-let-7c*","ACVR2A"
"hsa-let-7c*","HDAC4"
"hsa-let-7c*","BASP1"
"hsa-let-7c*","PDHA2"
"hsa-let-7c*","TM9SF3"
"hsa-let-7c*","RTN4"
"hsa-let-7c*","NCAPG"
"hsa-let-7c*","WFS1"
"hsa-let-7c*","DERL1"
"hsa-let-7c*","WIBG"
"hsa-let-7c*","PLOD3"
"hsa-let-7c*","BAZ2A"
"hsa-let-7c*","ZNF135"
"hsa-let-7c*","THAP2"
"hsa-let-7c*","SMARCA5"
"hsa-let-7c*","LAMP3"
"hsa-let-7c*","HAND2"
"hsa-let-7c*","DCN"
"hsa-let-7c*","AMACR"
"hsa-let-7c*","DYRK2"
"hsa-let-7c*","CBS"
"hsa-let-7c*","SLC27A4"
"hsa-let-7c*","IGF1"
"hsa-let-7c*","SOX2"
"hsa-let-7c*","E2F2"
"hsa-let-7c*","ESR1"
"hsa-let-7c*","ESR2"
"hsa-let-7c*","NCOA3"
"hsa-let-7c*","SF4"
"hsa-let-7c*","PGC"
"hsa-let-7c*","PRDM1"
"hsa-let-7c*","IL6"
"hsa-let-7c*","CISH"
"hsa-let-7c*","NFKBIA"
"hsa-let-7c*","SRC"
"hsa-let-7c*","NCBP1"
"hsa-let-7c*","ARS2"
"hsa-let-7c*","ZEB1"
"hsa-let-7c*","ZCCHC11"
"hsa-let-7c*","CHAF1A"
"hsa-let-7c*","CCR4"
"hsa-let-7c*","TMEM132D"
"hsa-let-7c*","TARBP2"
"hsa-let-7c*","UHRF2"
"hsa-let-7c*","TNRC6C"
"hsa-let-7c*","TGFBR1"
"hsa-let-7c*","PRTN3"
"hsa-let-7c*","STAT3"
"hsa-let-7c*","NRIP1"
"hsa-let-7c*","CREB1"
"hsa-let-7c*","MECP2"
"hsa-let-7c*","MEF2C"
"hsa-let-7c*","EIF2C4"
"hsa-let-7c*","TP53"
"hsa-let-7c*","RET"
"hsa-let-7c*","NKX2-1"
"hsa-let-7c*","NCOA4"
"hsa-let-7c*","HMG2L1"
"hsa-let-7c*","ARIH2"
"hsa-let-7c*","SSSCA1"
"hsa-let-7c*","FRAP1"
"hsa-let-7c*","BBC3"
"hsa-let-7c*","DKK2"
"hsa-let-7c*","TBK1"
"hsa-let-7c*","MYBL1"
"hsa-let-7c*","DDIT4"
"hsa-let-7c*","CREBZF"
"hsa-let-7c*","BNIP3L"
"hsa-let-7c*","BRAP"
"hsa-let-7c*","MYCN"
"hsa-let-7c*","CLEC5A"
"hsa-let-7c*","SLC7A1"
"hsa-let-7c*","RBPJL"
"hsa-let-7c*","CD46"
"hsa-let-7c*","LARP4"
"hsa-let-7c*","CNN3"
"hsa-let-7c*","ELK3"
"hsa-let-7c*","ATP6V1B2"
"hsa-let-7c*","HNF4A"
"hsa-let-7c*","BRAF"
"hsa-let-7c*","GLI1"
"hsa-let-7c*","SMOX"
"hsa-let-7c*","SMO"
"hsa-let-7c*","TP63"
"hsa-let-7c*","BCL2L1"
"hsa-let-7c*","CCND2"
"hsa-let-7c*","CEBPZ"
"hsa-let-7c*","XPO1"
"hsa-let-7c*","HK1"
"hsa-let-7c*","NPC1"
"hsa-let-7c*","IL8RA"
"hsa-let-7c*","CKAP4"
"hsa-let-7c*","RBBP6"
"hsa-let-7c*","TP73"
"hsa-let-7c*","SOCS4"
"hsa-let-7c*","IFNA1"
"hsa-let-7c*","CD40LG"
"hsa-let-7c*","ITGB3"
"hsa-let-7c*","UBE2I"
"hsa-let-7c*","SPRY2"
"hsa-let-7c*","MEST"
"hsa-let-7c*","IL13"
"hsa-let-7c*","ZNF167"
"hsa-let-7c*","ZNF512B"
"hsa-let-7c*","TGFB1"
"hsa-let-7c*","HNRNPA1"
"hsa-let-7c*","KHSRP"
"hsa-let-7c*","BRCA1"
"hsa-let-7c*","BRCA2"
"hsa-let-7c*","OPRM1"
"hsa-let-7c*","LRRK2"
"hsa-let-7c*","PDXP"
"hsa-let-7c*","CYLD"
"hsa-let-7c*","SRM"
"hsa-let-7c*","PAX7"
"hsa-let-7c*","BCL6"
"hsa-let-7c*","ARCN1"
"hsa-let-7c*","ALDH1A1"
"hsa-let-7c*","ERBB3"
"hsa-let-7c*","C17orf91"
"hsa-let-7c*","RUNX1"
"hsa-let-7c*","CDC25C"
"hsa-let-7c*","MMP14"
"hsa-let-7c*","MAPK3"
"hsa-let-7c*","BMP5"
"hsa-let-7c*","POLR2A"
"hsa-let-7c*","PGRMC1"
"hsa-let-7c*","FASN"
"hsa-let-7c*","CYFIP2"
"hsa-let-7c*","ODZ1"
"hsa-let-7c*","PSD4"
"hsa-let-7c*","MMP8"
"hsa-let-7c*","RASSF1"
"hsa-let-7c*","GPI"
"hsa-let-7c*","TIMP3"
"hsa-let-7c*","SOCS1"
"hsa-let-7c*","RORA"
"hsa-let-7c*","ZNF828"
"hsa-let-7c*","NGF"
"hsa-let-7c*","C5AR1"
"hsa-let-7c*","EIF4G1"
"hsa-let-7c*","CNTN3"
"hsa-let-7c*","XRN1"
"hsa-let-7c*","BBS9"
"hsa-let-7c*","NES"
"hsa-let-7c*","SLC25A10"
"hsa-let-7c*","COPS8"
"hsa-let-7c*","CSN1S1"
"hsa-let-7c*","IFNA2"
"hsa-let-7c*","IFNG"
"hsa-let-7c*","STAT1"
"hsa-let-7c*","EGR1"
"hsa-let-7c*","IFI44"
"hsa-let-7c*","FN1"
"hsa-let-7c*","GRB2"
"hsa-let-7c*","GAB2"
"hsa-let-7c*","EPHA2"
"hsa-let-7c*","NDUFA2"
"hsa-let-7c*","CD4"
"hsa-let-7c*","CD8A"
"hsa-let-7c*","JARID1B"
"hsa-let-7c*","MMP11"
"hsa-let-7c*","ERBB2"
"hsa-let-7c*","LIF"
"hsa-let-7c*","CHEK1"
"hsa-let-7c*","EZH2"
"hsa-let-7c*","AIRE"
"hsa-let-7c*","IL10"
"hsa-let-7c*","ARC"
"hsa-let-7c*","CLU"
"hsa-let-7c*","HIST1H2AE"
"hsa-let-7c*","ELF4"
"hsa-let-7c*","CCL7"
"hsa-let-7c*","SOCS3"
"hsa-let-7c*","PPARGC1A"
"hsa-let-7c*","AKT2"
"hsa-let-7c*","FOXP1"
"hsa-let-7c*","ELSPBP1"
"hsa-let-7c*","TBX5"
"hsa-let-7c*","SLC7A5"
"hsa-let-7c*","HAND1"
"hsa-let-7c*","ZCCHC6"
"hsa-let-7c*","IGF1R"
"hsa-let-7c*","MSTN"
"hsa-let-7c*","GHR"
"hsa-let-7c*","CGA"
"hsa-let-7c*","KISS1R"
"hsa-let-7c*","CXCR4"
"hsa-let-7c*","PROM1"
"hsa-let-7d-5p","DICER1"
"hsa-let-7d-5p","ATP8A2"
"hsa-let-7d-5p","CSAD"
"hsa-let-7d-5p","LIN28"
"hsa-let-7d-5p","ECD"
"hsa-let-7d-5p","TREH"
"hsa-let-7d-5p","PDCD6"
"hsa-let-7d-5p","COX8A"
"hsa-let-7d-5p","TAF1C"
"hsa-let-7d-5p","RNASEN"
"hsa-let-7d-5p","DGCR8"
"hsa-let-7d-5p","KRAS"
"hsa-let-7d-5p","NRAS"
"hsa-let-7d-5p","FBXW7"
"hsa-let-7d-5p","SHH"
"hsa-let-7d-5p","PI3"
"hsa-let-7d-5p","PIK3CA"
"hsa-let-7d-5p","DDX6"
"hsa-let-7d-5p","EIF2C1"
"hsa-let-7d-5p","EIF2C2"
"hsa-let-7d-5p","LSM1"
"hsa-let-7d-5p","SCPEP1"
"hsa-let-7d-5p","BCL2"
"hsa-let-7d-5p","TNRC6A"
"hsa-let-7d-5p","LIN28B"
"hsa-let-7d-5p","TNRC6B"
"hsa-let-7d-5p","FMR1"
"hsa-let-7d-5p","MOV10"
"hsa-let-7d-5p","ZNF362"
"hsa-let-7d-5p","HMGA2"
"hsa-let-7d-5p","NFKB1"
"hsa-let-7d-5p","DNMT1"
"hsa-let-7d-5p","DNMT3B"
"hsa-let-7d-5p","EIF4E"
"hsa-let-7d-5p","FAS"
"hsa-let-7d-5p","TCF19"
"hsa-let-7d-5p","TWIST1"
"hsa-let-7d-5p","CCND1"
"hsa-let-7d-5p","CCNG1"
"hsa-let-7d-5p","CDK6"
"hsa-let-7d-5p","CDC25A"
"hsa-let-7d-5p","POLD3"
"hsa-let-7d-5p","EGFR"
"hsa-let-7d-5p","MYC"
"hsa-let-7d-5p","CYP27B1"
"hsa-let-7d-5p","FOXA1"
"hsa-let-7d-5p","VDR"
"hsa-let-7d-5p","NR1I2"
"hsa-let-7d-5p","E2F1"
"hsa-let-7d-5p","E2F3"
"hsa-let-7d-5p","NOL3"
"hsa-let-7d-5p","TNF"
"hsa-let-7d-5p","FXR1"
"hsa-let-7d-5p","KIT"
"hsa-let-7d-5p","TRAT1"
"hsa-let-7d-5p","TRIM17"
"hsa-let-7d-5p","ATN1"
"hsa-let-7d-5p","AKT1"
"hsa-let-7d-5p","BIRC3"
"hsa-let-7d-5p","PTEN"
"hsa-let-7d-5p","SYNE1"
"hsa-let-7d-5p","FLT3"
"hsa-let-7d-5p","HOXA10"
"hsa-let-7d-5p","MEIS1"
"hsa-let-7d-5p","NPM1"
"hsa-let-7d-5p","CEBPA"
"hsa-let-7d-5p","CCNA2"
"hsa-let-7d-5p","IGF2BP1"
"hsa-let-7d-5p","NPAT"
"hsa-let-7d-5p","TUT1"
"hsa-let-7d-5p","RABEPK"
"hsa-let-7d-5p","EXOSC1"
"hsa-let-7d-5p","CDKN1A"
"hsa-let-7d-5p","PAK3"
"hsa-let-7d-5p","CYCS"
"hsa-let-7d-5p","EIF3A"
"hsa-let-7d-5p","CDKN2A"
"hsa-let-7d-5p","CDKN2D"
"hsa-let-7d-5p","KITLG"
"hsa-let-7d-5p","SKP1"
"hsa-let-7d-5p","WEE1"
"hsa-let-7d-5p","CDC34"
"hsa-let-7d-5p","HMGA1"
"hsa-let-7d-5p","TRIM32"
"hsa-let-7d-5p","RDX"
"hsa-let-7d-5p","COL1A1"
"hsa-let-7d-5p","COL4A2"
"hsa-let-7d-5p","DUSP2"
"hsa-let-7d-5p","COL5A3"
"hsa-let-7d-5p","CTNNBIP1"
"hsa-let-7d-5p","TGFB3"
"hsa-let-7d-5p","ACVR2A"
"hsa-let-7d-5p","HDAC4"
"hsa-let-7d-5p","BASP1"
"hsa-let-7d-5p","PDHA2"
"hsa-let-7d-5p","TM9SF3"
"hsa-let-7d-5p","RTN4"
"hsa-let-7d-5p","NCAPG"
"hsa-let-7d-5p","WFS1"
"hsa-let-7d-5p","DERL1"
"hsa-let-7d-5p","WIBG"
"hsa-let-7d-5p","PLOD3"
"hsa-let-7d-5p","LAMP3"
"hsa-let-7d-5p","HAND2"
"hsa-let-7d-5p","DCN"
"hsa-let-7d-5p","AMACR"
"hsa-let-7d-5p","DYRK2"
"hsa-let-7d-5p","CBS"
"hsa-let-7d-5p","SLC27A4"
"hsa-let-7d-5p","IGF1"
"hsa-let-7d-5p","SOX2"
"hsa-let-7d-5p","E2F2"
"hsa-let-7d-5p","ESR1"
"hsa-let-7d-5p","ESR2"
"hsa-let-7d-5p","NCOA3"
"hsa-let-7d-5p","SF4"
"hsa-let-7d-5p","PGC"
"hsa-let-7d-5p","PRDM1"
"hsa-let-7d-5p","IL6"
"hsa-let-7d-5p","CISH"
"hsa-let-7d-5p","NFKBIA"
"hsa-let-7d-5p","SRC"
"hsa-let-7d-5p","NCBP1"
"hsa-let-7d-5p","ARS2"
"hsa-let-7d-5p","ZEB1"
"hsa-let-7d-5p","ZCCHC11"
"hsa-let-7d-5p","BDNF"
"hsa-let-7d-5p","CHAF1A"
"hsa-let-7d-5p","CCR4"
"hsa-let-7d-5p","TMEM132D"
"hsa-let-7d-5p","EPHB2"
"hsa-let-7d-5p","TARBP2"
"hsa-let-7d-5p","UHRF2"
"hsa-let-7d-5p","TNRC6C"
"hsa-let-7d-5p","TGFBR1"
"hsa-let-7d-5p","PRTN3"
"hsa-let-7d-5p","STAT3"
"hsa-let-7d-5p","NRIP1"
"hsa-let-7d-5p","EIF2C4"
"hsa-let-7d-5p","TP53"
"hsa-let-7d-5p","RET"
"hsa-let-7d-5p","NKX2-1"
"hsa-let-7d-5p","NCOA4"
"hsa-let-7d-5p","MYCN"
"hsa-let-7d-5p","CLEC5A"
"hsa-let-7d-5p","SLC7A1"
"hsa-let-7d-5p","RBPJL"
"hsa-let-7d-5p","CD46"
"hsa-let-7d-5p","LARP4"
"hsa-let-7d-5p","CNN3"
"hsa-let-7d-5p","ELK3"
"hsa-let-7d-5p","ATP6V1B2"
"hsa-let-7d-5p","HNF4A"
"hsa-let-7d-5p","BRAF"
"hsa-let-7d-5p","MBL2"
"hsa-let-7d-5p","GLI1"
"hsa-let-7d-5p","SMOX"
"hsa-let-7d-5p","SMO"
"hsa-let-7d-5p","TP63"
"hsa-let-7d-5p","MCL1"
"hsa-let-7d-5p","BCL2L1"
"hsa-let-7d-5p","SMAD3"
"hsa-let-7d-5p","ACTA2"
"hsa-let-7d-5p","S100A4"
"hsa-let-7d-5p","SFTPC"
"hsa-let-7d-5p","DMRT1"
"hsa-let-7d-5p","CCND2"
"hsa-let-7d-5p","CEBPZ"
"hsa-let-7d-5p","XPO1"
"hsa-let-7d-5p","HK1"
"hsa-let-7d-5p","NPC1"
"hsa-let-7d-5p","IL8RA"
"hsa-let-7d-5p","CKAP4"
"hsa-let-7d-5p","RBBP6"
"hsa-let-7d-5p","TP73"
"hsa-let-7d-5p","SOCS4"
"hsa-let-7d-5p","ITGB3"
"hsa-let-7d-5p","UBE2I"
"hsa-let-7d-5p","SPRY2"
"hsa-let-7d-5p","ZNF828"
"hsa-let-7d-5p","MEST"
"hsa-let-7d-5p","IL13"
"hsa-let-7d-5p","ZNF167"
"hsa-let-7d-5p","ZNF512B"
"hsa-let-7d-5p","TGFB1"
"hsa-let-7d-5p","HNRNPA1"
"hsa-let-7d-5p","KHSRP"
"hsa-let-7d-5p","BRCA1"
"hsa-let-7d-5p","BRCA2"
"hsa-let-7d-5p","CIB1"
"hsa-let-7d-5p","SSSCA1"
"hsa-let-7d-5p","TAF9"
"hsa-let-7d-5p","HDAC9"
"hsa-let-7d-5p","OPRM1"
"hsa-let-7d-5p","LRRK2"
"hsa-let-7d-5p","CYLD"
"hsa-let-7d-5p","CEBPB"
"hsa-let-7d-5p","DDIT3"
"hsa-let-7d-5p","HMOX1"
"hsa-let-7d-5p","ROS1"
"hsa-let-7d-5p","RPE"
"hsa-let-7d-5p","SRM"
"hsa-let-7d-5p","PAX7"
"hsa-let-7d-5p","NFYC"
"hsa-let-7d-5p","BCL6"
"hsa-let-7d-5p","ALDH1A1"
"hsa-let-7d-5p","ERBB3"
"hsa-let-7d-5p","C17orf91"
"hsa-let-7d-5p","RUNX1"
"hsa-let-7d-5p","CDC25C"
"hsa-let-7d-5p","MMP14"
"hsa-let-7d-5p","MAPK3"
"hsa-let-7d-5p","POLR2A"
"hsa-let-7d-5p","PGRMC1"
"hsa-let-7d-5p","FASN"
"hsa-let-7d-5p","CYFIP2"
"hsa-let-7d-5p","PDGFD"
"hsa-let-7d-5p","PSD4"
"hsa-let-7d-5p","MMP8"
"hsa-let-7d-5p","NLRP1"
"hsa-let-7d-5p","RASSF1"
"hsa-let-7d-5p","GPI"
"hsa-let-7d-5p","TIMP3"
"hsa-let-7d-5p","SOCS1"
"hsa-let-7d-5p","RORA"
"hsa-let-7d-5p","EIF4G1"
"hsa-let-7d-5p","CNTN3"
"hsa-let-7d-5p","XRN1"
"hsa-let-7d-5p","BBS9"
"hsa-let-7d-5p","NES"
"hsa-let-7d-5p","SLC25A10"
"hsa-let-7d-5p","COPS8"
"hsa-let-7d-5p","CSN1S1"
"hsa-let-7d-5p","IFNA1"
"hsa-let-7d-5p","IFNA2"
"hsa-let-7d-5p","IFNG"
"hsa-let-7d-5p","STAT1"
"hsa-let-7d-5p","GADD45A"
"hsa-let-7d-5p","EPB41L3"
"hsa-let-7d-5p","FOSB"
"hsa-let-7d-5p","LTBP1"
"hsa-let-7d-5p","DOK4"
"hsa-let-7d-5p","NCALD"
"hsa-let-7d-5p","CACNA2D2"
"hsa-let-7d-5p","MTSS1"
"hsa-let-7d-5p","SNAI1"
"hsa-let-7d-5p","EGR1"
"hsa-let-7d-5p","IFI44"
"hsa-let-7d-5p","FN1"
"hsa-let-7d-5p","GRB2"
"hsa-let-7d-5p","GAB2"
"hsa-let-7d-5p","EPHA2"
"hsa-let-7d-5p","JARID1B"
"hsa-let-7d-5p","ERBB2"
"hsa-let-7d-5p","LIF"
"hsa-let-7d-5p","CHEK1"
"hsa-let-7d-5p","SYCP3"
"hsa-let-7d-5p","DDX4"
"hsa-let-7d-5p","AIRE"
"hsa-let-7d-5p","IL10"
"hsa-let-7d-5p","CD4"
"hsa-let-7d-5p","ARC"
"hsa-let-7d-5p","CLU"
"hsa-let-7d-5p","BCL2L11"
"hsa-let-7d-5p","ALDH1A3"
"hsa-let-7d-5p","ELF4"
"hsa-let-7d-5p","CCL7"
"hsa-let-7d-5p","SOCS3"
"hsa-let-7d-5p","PPARGC1A"
"hsa-let-7d-5p","AKT2"
"hsa-let-7d-5p","FOXP1"
"hsa-let-7d-5p","ELSPBP1"
"hsa-let-7d-5p","TBX5"
"hsa-let-7d-5p","SLC7A5"
"hsa-let-7d-5p","HAND1"
"hsa-let-7d-5p","ZCCHC6"
"hsa-let-7d-5p","IGF1R"
"hsa-let-7d-5p","MSTN"
"hsa-let-7d-5p","GHR"
"hsa-let-7d-5p","CGA"
"hsa-let-7d-5p","KISS1R"
"hsa-let-7d-5p","CXCR4"
"hsa-let-7d-5p","PROM1"
"hsa-let-7d-3p","DICER1"
"hsa-let-7d-3p","ATP8A2"
"hsa-let-7d-3p","CSAD"
"hsa-let-7d-3p","LIN28"
"hsa-let-7d-3p","ECD"
"hsa-let-7d-3p","TREH"
"hsa-let-7d-3p","PDCD6"
"hsa-let-7d-3p","COX8A"
"hsa-let-7d-3p","TAF1C"
"hsa-let-7d-3p","RNASEN"
"hsa-let-7d-3p","DGCR8"
"hsa-let-7d-3p","KRAS"
"hsa-let-7d-3p","NRAS"
"hsa-let-7d-3p","FBXW7"
"hsa-let-7d-3p","SHH"
"hsa-let-7d-3p","PI3"
"hsa-let-7d-3p","PIK3CA"
"hsa-let-7d-3p","DDX6"
"hsa-let-7d-3p","EIF2C1"
"hsa-let-7d-3p","EIF2C2"
"hsa-let-7d-3p","LSM1"
"hsa-let-7d-3p","SCPEP1"
"hsa-let-7d-3p","BCL2"
"hsa-let-7d-3p","TNRC6A"
"hsa-let-7d-3p","LIN28B"
"hsa-let-7d-3p","TNRC6B"
"hsa-let-7d-3p","FMR1"
"hsa-let-7d-3p","MOV10"
"hsa-let-7d-3p","ZNF362"
"hsa-let-7d-3p","HMGA2"
"hsa-let-7d-3p","NFKB1"
"hsa-let-7d-3p","DNMT1"
"hsa-let-7d-3p","DNMT3B"
"hsa-let-7d-3p","EIF4E"
"hsa-let-7d-3p","FAS"
"hsa-let-7d-3p","TCF19"
"hsa-let-7d-3p","TWIST1"
"hsa-let-7d-3p","CCND1"
"hsa-let-7d-3p","CCNG1"
"hsa-let-7d-3p","CDK6"
"hsa-let-7d-3p","CDC25A"
"hsa-let-7d-3p","POLD3"
"hsa-let-7d-3p","EGFR"
"hsa-let-7d-3p","MYC"
"hsa-let-7d-3p","CYP27B1"
"hsa-let-7d-3p","FOXA1"
"hsa-let-7d-3p","VDR"
"hsa-let-7d-3p","NR1I2"
"hsa-let-7d-3p","E2F1"
"hsa-let-7d-3p","E2F3"
"hsa-let-7d-3p","NOL3"
"hsa-let-7d-3p","TNF"
"hsa-let-7d-3p","FXR1"
"hsa-let-7d-3p","KIT"
"hsa-let-7d-3p","TRAT1"
"hsa-let-7d-3p","TRIM17"
"hsa-let-7d-3p","ATN1"
"hsa-let-7d-3p","AKT1"
"hsa-let-7d-3p","BIRC3"
"hsa-let-7d-3p","PTEN"
"hsa-let-7d-3p","SYNE1"
"hsa-let-7d-3p","FLT3"
"hsa-let-7d-3p","HOXA10"
"hsa-let-7d-3p","MEIS1"
"hsa-let-7d-3p","NPM1"
"hsa-let-7d-3p","CEBPA"
"hsa-let-7d-3p","CCNA2"
"hsa-let-7d-3p","IGF2BP1"
"hsa-let-7d-3p","NPAT"
"hsa-let-7d-3p","TUT1"
"hsa-let-7d-3p","RABEPK"
"hsa-let-7d-3p","EXOSC1"
"hsa-let-7d-3p","CDKN1A"
"hsa-let-7d-3p","PAK3"
"hsa-let-7d-3p","CYCS"
"hsa-let-7d-3p","EIF3A"
"hsa-let-7d-3p","CDKN2A"
"hsa-let-7d-3p","CDKN2D"
"hsa-let-7d-3p","KITLG"
"hsa-let-7d-3p","SKP1"
"hsa-let-7d-3p","WEE1"
"hsa-let-7d-3p","CDC34"
"hsa-let-7d-3p","HMGA1"
"hsa-let-7d-3p","TRIM32"
"hsa-let-7d-3p","RDX"
"hsa-let-7d-3p","COL1A1"
"hsa-let-7d-3p","COL4A2"
"hsa-let-7d-3p","DUSP2"
"hsa-let-7d-3p","COL5A3"
"hsa-let-7d-3p","CTNNBIP1"
"hsa-let-7d-3p","TGFB3"
"hsa-let-7d-3p","ACVR2A"
"hsa-let-7d-3p","HDAC4"
"hsa-let-7d-3p","BASP1"
"hsa-let-7d-3p","PDHA2"
"hsa-let-7d-3p","TM9SF3"
"hsa-let-7d-3p","RTN4"
"hsa-let-7d-3p","NCAPG"
"hsa-let-7d-3p","WFS1"
"hsa-let-7d-3p","DERL1"
"hsa-let-7d-3p","WIBG"
"hsa-let-7d-3p","PLOD3"
"hsa-let-7d-3p","LAMP3"
"hsa-let-7d-3p","HAND2"
"hsa-let-7d-3p","DCN"
"hsa-let-7d-3p","AMACR"
"hsa-let-7d-3p","DYRK2"
"hsa-let-7d-3p","CBS"
"hsa-let-7d-3p","SLC27A4"
"hsa-let-7d-3p","IGF1"
"hsa-let-7d-3p","SOX2"
"hsa-let-7d-3p","E2F2"
"hsa-let-7d-3p","ESR1"
"hsa-let-7d-3p","ESR2"
"hsa-let-7d-3p","NCOA3"
"hsa-let-7d-3p","SF4"
"hsa-let-7d-3p","PGC"
"hsa-let-7d-3p","PRDM1"
"hsa-let-7d-3p","IL6"
"hsa-let-7d-3p","CISH"
"hsa-let-7d-3p","NFKBIA"
"hsa-let-7d-3p","SRC"
"hsa-let-7d-3p","NCBP1"
"hsa-let-7d-3p","ARS2"
"hsa-let-7d-3p","ZEB1"
"hsa-let-7d-3p","ZCCHC11"
"hsa-let-7d-3p","BDNF"
"hsa-let-7d-3p","CHAF1A"
"hsa-let-7d-3p","CCR4"
"hsa-let-7d-3p","TMEM132D"
"hsa-let-7d-3p","EPHB2"
"hsa-let-7d-3p","TARBP2"
"hsa-let-7d-3p","UHRF2"
"hsa-let-7d-3p","TNRC6C"
"hsa-let-7d-3p","TGFBR1"
"hsa-let-7d-3p","PRTN3"
"hsa-let-7d-3p","STAT3"
"hsa-let-7d-3p","NRIP1"
"hsa-let-7d-3p","EIF2C4"
"hsa-let-7d-3p","TP53"
"hsa-let-7d-3p","RET"
"hsa-let-7d-3p","NKX2-1"
"hsa-let-7d-3p","NCOA4"
"hsa-let-7d-3p","MYCN"
"hsa-let-7d-3p","CLEC5A"
"hsa-let-7d-3p","SLC7A1"
"hsa-let-7d-3p","RBPJL"
"hsa-let-7d-3p","CD46"
"hsa-let-7d-3p","LARP4"
"hsa-let-7d-3p","CNN3"
"hsa-let-7d-3p","ELK3"
"hsa-let-7d-3p","ATP6V1B2"
"hsa-let-7d-3p","HNF4A"
"hsa-let-7d-3p","BRAF"
"hsa-let-7d-3p","MBL2"
"hsa-let-7d-3p","GLI1"
"hsa-let-7d-3p","SMOX"
"hsa-let-7d-3p","SMO"
"hsa-let-7d-3p","TP63"
"hsa-let-7d-3p","MCL1"
"hsa-let-7d-3p","BCL2L1"
"hsa-let-7d-3p","SMAD3"
"hsa-let-7d-3p","ACTA2"
"hsa-let-7d-3p","S100A4"
"hsa-let-7d-3p","SFTPC"
"hsa-let-7d-3p","DMRT1"
"hsa-let-7d-3p","CCND2"
"hsa-let-7d-3p","CEBPZ"
