miRNAs,Gene
hsa-miR-125b,TEF
hsa-miR-125b,TWIST1
hsa-miR-125b,JUND
hsa-miR-125b,STAT3
hsa-miR-125b,CKAP4
hsa-miR-125b,EGR1
hsa-miR-125b,NFIB
hsa-miR-125b,DOK4
hsa-miR-125b,NRIP1
hsa-miR-125b,FGFR2
hsa-miR-125b,CYP26A1
hsa-miR-125b,GABPA
hsa-miR-125b,APOE
hsa-miR-125b,PIGF
hsa-miR-125b,COL11A2
hsa-miR-125b,APAF1
hsa-miR-125b,BAX
hsa-miR-125b,CDX2
hsa-miR-125b,CBFB
hsa-miR-125b,COL2A1
hsa-miR-125b,JAG1
hsa-miR-125b,CD80
hsa-miR-125b,NOS3
hsa-miR-125b,TSPAN12
hsa-miR-125b,CFH
hsa-miR-125b,IL1B
hsa-miR-125b,NRGN
hsa-miR-125b,EP300
hsa-miR-125b,CHPT1
hsa-miR-125b,FATE1
hsa-miR-125b,EIF3M
hsa-miR-125b,EPHB2
hsa-miR-125b,EZH2
hsa-miR-125b,OPRM1
hsa-miR-125b,CD4
hsa-miR-125b,ACOT7
hsa-miR-125b,NDUFA2
hsa-miR-125b,MMP9
hsa-miR-125b,TIMP3
hsa-miR-125b,RECK
hsa-miR-125b,PROM1
hsa-miR-125b,EIF2C2
hsa-miR-125b,ZNF828
hsa-miR-125b,HSD11B1
hsa-miR-125b,APRT
hsa-miR-125b,POMC
hsa-miR-125b,SCARB1
hsa-miR-125b,MSR1
hsa-miR-125b,CCL2
hsa-miR-125b,CXCR4
hsa-miR-126,HOXA1
hsa-miR-126,ITGA2B
hsa-miR-126,MAFB
hsa-miR-126,DICER1
hsa-miR-126,RNASEN
hsa-miR-126,MERTK
hsa-miR-126,PTPRN2
hsa-miR-126,SOX4
hsa-miR-126,EGF
hsa-miR-126,EGFL7
hsa-miR-126,SLC45A3
hsa-miR-126,VCAM1
hsa-miR-126,HOXD10
hsa-miR-126,TNC
hsa-miR-126,RHOC
hsa-miR-126,CD44
hsa-miR-126,HOXA9
hsa-miR-126,STMN1
hsa-miR-126,CRK
hsa-miR-126,CXCR4
hsa-miR-126,PROM1
hsa-miR-126,AKT1
hsa-miR-126,PIK3CA
hsa-miR-126,PIK3R2
hsa-miR-126,VEGFA
hsa-miR-126,SPRED1
hsa-miR-126,JAK2
hsa-miR-126,RUNX1
hsa-miR-126,CD2AP
hsa-miR-126,WT1
hsa-miR-126,CYP2A6
hsa-miR-126,PPIG
hsa-miR-126,CEBPZ
hsa-miR-126,PLK2
hsa-miR-126,RUNX1T1
hsa-miR-126,TOM1
hsa-miR-126,IRS1
hsa-miR-126,MET
hsa-miR-126,RGS3
hsa-miR-126,CCNE2
hsa-miR-126,EPHB2
hsa-miR-126,PI3
hsa-miR-126,CREB1
hsa-miR-126,JUN
hsa-miR-126,CCND1
hsa-miR-126,FOXJ2
hsa-miR-126,SRC
hsa-miR-126,GATA3
hsa-miR-126,TLR4
hsa-miR-126,FLI1
hsa-miR-126,PDGFB
hsa-miR-126,COX8A
hsa-miR-126,MRGPRX3
hsa-miR-126,CXCL12
hsa-miR-126,CASP3
hsa-miR-126,IL1B
hsa-miR-126,TLR2
hsa-miR-126,EGFR
hsa-miR-126,CD4
hsa-miR-126,CD8A
hsa-miR-126,CD28
hsa-miR-126,GLI1
hsa-miR-126,KRAS
hsa-miR-126,NRAS
hsa-miR-126,SMOX
hsa-miR-126,PTEN
hsa-miR-126,SMO
hsa-miR-126,TP53
hsa-miR-126,TP63
hsa-miR-126,ACVR2A
hsa-miR-126,PECAM1
hsa-miR-126,FLT3
hsa-miR-126,NPM1
hsa-miR-126,STAT5A
hsa-miR-126,ETS1
hsa-miR-126,ETS2
hsa-miR-126,TGFBR2
hsa-miR-126,KDR
hsa-miR-126,HPS1
hsa-miR-126,UBASH3A
hsa-miR-126,C9orf127
hsa-miR-126,MAPK8
hsa-miR-126,NFYC
hsa-miR-126,MYB
hsa-miR-126,POLR2A
hsa-miR-126,CDKN1A
hsa-miR-126,PAK1
hsa-miR-126,DNMT1
hsa-miR-126,ITGAL
hsa-miR-126,CD70
hsa-miR-126,CCT4
hsa-miR-126,JAG1
hsa-miR-126,ERCC4
hsa-miR-126,MCM2
hsa-miR-126,BAX
hsa-miR-126,TIAL1
hsa-miR-126,TIMP2
hsa-miR-126,VSNL1
hsa-miR-126,PLAC1
hsa-miR-126,SOX2
hsa-miR-126,SRY
hsa-miR-126,PBK
hsa-miR-126,RASA1
hsa-miR-126,AHSA1
hsa-miR-126,IL3
hsa-miR-126,KITLG
hsa-miR-126,ENAH
hsa-miR-126,IK
hsa-miR-126,4-Sep
hsa-miR-126,THBS1
hsa-miR-126,LYPLA3
hsa-miR-126,CDKN2A
hsa-miR-126,NOS3
hsa-miR-126,KLF4
hsa-miR-126,BAD
hsa-miR-126,BCL2
hsa-miR-126,BCL2L1
hsa-miR-126,CDH17
hsa-miR-126,SCPEP1
hsa-miR-126,RAF1
hsa-miR-126,ERBB2
hsa-miR-126,CTSC
hsa-miR-126,PAH
hsa-miR-126,CRLS1
hsa-miR-126,KLF2
hsa-miR-126,HMOX1
hsa-miR-126,TNF
hsa-miR-126,IMPACT
hsa-miR-126,BRD8
hsa-miR-126,IDUA
hsa-miR-126,ADAM9
hsa-miR-126*,HOXA1
hsa-miR-126*,ITGA2B
hsa-miR-126*,MAFB
hsa-miR-126*,DICER1
hsa-miR-126*,RNASEN
hsa-miR-126*,MERTK
hsa-miR-126*,PTPRN2
hsa-miR-126*,SOX4
hsa-miR-126*,EGF
hsa-miR-126*,EGFL7
hsa-miR-126*,SLC45A3
hsa-miR-126*,VCAM1
hsa-miR-126*,HOXD10
hsa-miR-126*,TNC
hsa-miR-126*,RHOC
hsa-miR-126*,CD44
hsa-miR-126*,HNF1A
hsa-miR-126*,HOXA9
hsa-miR-126*,STMN1
hsa-miR-126*,CRK
hsa-miR-126*,CXCR4
hsa-miR-126*,PROM1
hsa-miR-126*,AKT1
hsa-miR-126*,PIK3CA
hsa-miR-126*,PIK3R2
hsa-miR-126*,VEGFA
hsa-miR-126*,SPRED1
hsa-miR-126*,JAK2
hsa-miR-126*,RUNX1
hsa-miR-126*,CD2AP
hsa-miR-126*,WT1
hsa-miR-126*,CYP2A6
hsa-miR-126*,PPIG
hsa-miR-126*,CEBPZ
hsa-miR-126*,PLK2
hsa-miR-126*,RUNX1T1
hsa-miR-126*,TOM1
hsa-miR-126*,IRS1
hsa-miR-126*,MET
hsa-miR-126*,RGS3
hsa-miR-126*,CCNE2
hsa-miR-126*,EPHB2
hsa-miR-126*,PI3
hsa-miR-126*,CREB1
hsa-miR-126*,JUN
hsa-miR-126*,CCND1
hsa-miR-126*,FOXJ2
hsa-miR-126*,EGFR
hsa-miR-126*,SRC
hsa-miR-126*,GATA3
hsa-miR-126*,TLR4
hsa-miR-126*,FLI1
hsa-miR-126*,PDGFB
hsa-miR-126*,COX8A
hsa-miR-126*,MRGPRX3
hsa-miR-126*,CXCL12
hsa-miR-126*,CASP3
hsa-miR-126*,IL1B
hsa-miR-126*,TLR2
hsa-miR-126*,CD4
hsa-miR-126*,CD8A
hsa-miR-126*,CD28
hsa-miR-126*,GLI1
hsa-miR-126*,KRAS
hsa-miR-126*,NRAS
hsa-miR-126*,SMOX
hsa-miR-126*,PTEN
hsa-miR-126*,SMO
hsa-miR-126*,TP53
hsa-miR-126*,TP63
hsa-miR-126*,ACVR2A
hsa-miR-126*,PECAM1
hsa-miR-126*,FLT3
hsa-miR-126*,NPM1
hsa-miR-126*,STAT5A
hsa-miR-126*,ETS1
hsa-miR-126*,ETS2
hsa-miR-126*,TGFBR2
hsa-miR-126*,KDR
hsa-miR-126*,HPS1
hsa-miR-126*,UBASH3A
hsa-miR-126*,C9orf127
hsa-miR-126*,MAPK8
hsa-miR-126*,NFYC
hsa-miR-126*,MYB
hsa-miR-126*,POLR2A
hsa-miR-126*,CDKN1A
hsa-miR-126*,PAK1
hsa-miR-126*,DNMT1
hsa-miR-126*,ITGAL
hsa-miR-126*,CD70
hsa-miR-126*,CCT4
hsa-miR-126*,JAG1
hsa-miR-126*,ERCC4
hsa-miR-126*,MCM2
hsa-miR-126*,BAX
hsa-miR-126*,TIAL1
hsa-miR-126*,TIMP2
hsa-miR-126*,VSNL1
hsa-miR-126*,PLAC1
hsa-miR-126*,SOX2
hsa-miR-126*,SRY
hsa-miR-126*,PBK
hsa-miR-126*,RASA1
hsa-miR-126*,AHSA1
hsa-miR-126*,IL3
hsa-miR-126*,KITLG
hsa-miR-126*,ENAH
hsa-miR-126*,IK
hsa-miR-126*,4-Sep
hsa-miR-126*,THBS1
hsa-miR-126*,LYPLA3
hsa-miR-126*,CDKN2A
hsa-miR-126*,NOS3
hsa-miR-126*,KLF4
hsa-miR-126*,BAD
hsa-miR-126*,BCL2
hsa-miR-126*,BCL2L1
hsa-miR-126*,CDH17
hsa-miR-126*,SCPEP1
hsa-miR-126*,RAF1
hsa-miR-126*,ERBB2
hsa-miR-126*,CTSC
hsa-miR-126*,PAH
hsa-miR-126*,CRLS1
hsa-miR-126*,KLF2
hsa-miR-126*,HMOX1
hsa-miR-126*,TNF
hsa-miR-126*,IMPACT
hsa-miR-126*,BRD8
hsa-miR-126*,IDUA
hsa-miR-126*,ADAM9
hsa-miR-130a,CSF1
hsa-miR-130a,EZH2
hsa-miR-130a,G6PD
hsa-miR-130a,DLL1
hsa-miR-130a,HOXA5
hsa-miR-130a,MECP2
hsa-miR-130a,POU4F2
hsa-miR-130a,PTEN
hsa-miR-130a,BDNF
hsa-miR-130a,CXCL12
hsa-miR-130a,VAMP2
hsa-miR-130a,UBL4A
hsa-miR-130a,ME1
hsa-miR-130a,RRBP1
hsa-miR-130a,HOXA1
hsa-miR-130a,ITGA2B
hsa-miR-130a,MAFB
hsa-miR-130a,IL1A
hsa-miR-130a,TAC1
hsa-miR-130a,MEOX2
hsa-miR-130a,SYNE1
hsa-miR-130a,ATXN1
hsa-miR-130a,FOXJ2
hsa-miR-130a,ZFPM2
hsa-miR-130a,POMC
hsa-miR-130a,MATR3
hsa-miR-130a,NR3C2
hsa-miR-130a,TP53
hsa-miR-130a,IKBKB
hsa-miR-130a,RELA
hsa-miR-130a,FMR1
hsa-miR-130a,DICER1
hsa-miR-130a,SCPEP1
hsa-miR-130a,FXR1
hsa-miR-130a,H2AFX
hsa-miR-130a,KIT
hsa-miR-130a,PI3
hsa-miR-130a,PIK3CA
hsa-miR-130a,COX8A
hsa-miR-130a,IL1B
hsa-miR-130a,IRAK1
hsa-miR-130a,NBEA
hsa-miR-130a,NEUROD1
hsa-miR-130a,NPTX1
hsa-miR-130a,NR4A2
hsa-miR-130a,CRIM1
hsa-miR-130a,IMPACT
hsa-miR-130a,PTPRC
hsa-miR-130a,TGFB1
hsa-miR-130a,FOS
hsa-miR-130a,FRAP1
hsa-miR-130a,NFE2
hsa-miR-130a,SREBF1
hsa-miR-130a,NOV
hsa-miR-130a,BCR
hsa-miR-130a,ESR1
hsa-miR-130a,ESR2
hsa-miR-130a,ANG
hsa-miR-130a,MET
hsa-miR-130a,EPHB2
hsa-miR-130a,AKT1
hsa-miR-130a,NOS3
hsa-miR-130a,VEGFA
hsa-miR-130a,ACOT7
hsa-miR-130a,NDUFA2
hsa-miR-130a,CISH
hsa-miR-130a,TBC1D9
hsa-miR-130a,CD4
hsa-miR-130a,CXCR4
hsa-miR-130a,PROM1
hsa-miR-130a*,CSF1
hsa-miR-130a*,EZH2
hsa-miR-130a*,G6PD
hsa-miR-130a*,DLL1
hsa-miR-130a*,HOXA5
hsa-miR-130a*,MECP2
hsa-miR-130a*,POU4F2
hsa-miR-130a*,PTEN
hsa-miR-130a*,BDNF
hsa-miR-130a*,CXCL12
hsa-miR-130a*,VAMP2
hsa-miR-130a*,UBL4A
hsa-miR-130a*,ME1
hsa-miR-130a*,RRBP1
hsa-miR-130a*,HOXA1
hsa-miR-130a*,ITGA2B
hsa-miR-130a*,MAFB
hsa-miR-130a*,IL1A
hsa-miR-130a*,TAC1
hsa-miR-130a*,MEOX2
hsa-miR-130a*,SYNE1
hsa-miR-130a*,ATXN1
hsa-miR-130a*,FOXJ2
hsa-miR-130a*,ZFPM2
hsa-miR-130a*,POMC
hsa-miR-130a*,MATR3
hsa-miR-130a*,NR3C2
hsa-miR-130a*,TP53
hsa-miR-130a*,IKBKB
hsa-miR-130a*,RELA
hsa-miR-130a*,FMR1
hsa-miR-130a*,DICER1
hsa-miR-130a*,SCPEP1
hsa-miR-130a*,FXR1
hsa-miR-130a*,H2AFX
hsa-miR-130a*,KIT
hsa-miR-130a*,PI3
hsa-miR-130a*,PIK3CA
hsa-miR-130a*,COX8A
hsa-miR-130a*,IL1B
hsa-miR-130a*,IRAK1
hsa-miR-130a*,NBEA
hsa-miR-130a*,NEUROD1
hsa-miR-130a*,NPTX1
hsa-miR-130a*,NR4A2
hsa-miR-130a*,CRIM1
hsa-miR-130a*,IMPACT
hsa-miR-130a*,PTPRC
hsa-miR-130a*,TGFB1
hsa-miR-130a*,FOS
hsa-miR-130a*,FRAP1
hsa-miR-130a*,NFE2
hsa-miR-130a*,SREBF1
hsa-miR-130a*,NOV
hsa-miR-130a*,BCR
hsa-miR-130a*,ESR1
hsa-miR-130a*,ESR2
hsa-miR-130a*,ANG
hsa-miR-130a*,MET
hsa-miR-130a*,EPHB2
hsa-miR-130a*,AKT1
hsa-miR-130a*,NOS3
hsa-miR-130a*,VEGFA
hsa-miR-130a*,ACOT7
hsa-miR-130a*,NDUFA2
hsa-miR-130a*,CISH
hsa-miR-130a*,TBC1D9
hsa-miR-130a*,CD4
hsa-miR-130a*,CXCR4
hsa-miR-130a*,PROM1
hsa-miR-132*,CREB1
hsa-miR-132*,IL1B
hsa-miR-132*,TLR4
hsa-miR-132*,TNF
hsa-miR-132*,ZNF828
hsa-miR-132*,REST
hsa-miR-132*,ARNTL
hsa-miR-132*,RFX4
hsa-miR-132*,CLOCK
hsa-miR-132*,MECP2
hsa-miR-132*,BDNF
hsa-miR-132*,SYNE1
hsa-miR-132*,MYC
hsa-miR-132*,AKT1
hsa-miR-132*,RICS
hsa-miR-132*,CGA
hsa-miR-132*,TRAF6
hsa-miR-132*,LIN28
hsa-miR-132*,SLC25A5
hsa-miR-132*,KIT
hsa-miR-132*,PDGFRA
hsa-miR-132*,SIRT1
hsa-miR-132*,IL8
hsa-miR-132*,NFKB1
hsa-miR-132*,RELA
hsa-miR-132*,CCL2
hsa-miR-132*,EZH2
hsa-miR-132*,CBX5
hsa-miR-132*,PPARG
hsa-miR-132*,GRIA1
hsa-miR-132*,RAC1
hsa-miR-132*,EPHB2
hsa-miR-132*,GRIN2A
hsa-miR-132*,GRIN2B
hsa-miR-132*,MAPK3
hsa-miR-132*,FMR1
hsa-miR-132*,BRCA1
hsa-miR-132*,CDKN1A
hsa-miR-132*,PAK3
hsa-miR-132*,DDT
hsa-miR-132*,GAPDH
hsa-miR-132*,SNF1LK
hsa-miR-132*,RPS6KA5
hsa-miR-132*,ANKS1B
hsa-miR-132*,EP300
hsa-miR-132*,FASN
hsa-miR-132*,IGF1
hsa-miR-132*,IL6
hsa-miR-132*,RELB
hsa-miR-132*,PHGDH
hsa-miR-132*,GRM3
hsa-miR-132*,RASA1
hsa-miR-132*,TGFB1
hsa-miR-132*,ACE
hsa-miR-132*,DICER1
hsa-miR-132*,RNASEN
hsa-miR-132*,MMP9
hsa-miR-132*,PAIP2
hsa-miR-132*,JARID1A
hsa-miR-132*,BTG2
hsa-miR-132*,CCND2
hsa-miR-132*,RB1
hsa-miR-132*,PLEKHM1
hsa-miR-132*,HRSP12
hsa-miR-132*,PTBP2
hsa-miR-132*,HBEGF
hsa-miR-132*,NDUFA2
hsa-miR-132*,CD4
hsa-miR-132*,CD8A
hsa-miR-132*,CA3
hsa-miR-132*,CTLA4
hsa-miR-132*,PER1
hsa-miR-132*,IL17A
hsa-miR-132*,PECAM1
hsa-miR-132*,VEGFA
hsa-miR-132*,FOXP2
hsa-miR-132*,ANG
hsa-miR-132*,MMP16
hsa-miR-132*,TIMP3
hsa-miR-132*,MYD88
hsa-miR-132*,IRAK4
hsa-miR-132*,TLR2
hsa-miR-132*,TLR5
hsa-miR-132*,LIN28B
hsa-miR-132*,CXCR4
hsa-miR-132*,PROM1
hsa-miR-135b*,HOXA1
hsa-miR-135b*,ITGA2B
hsa-miR-135b*,MAFB
hsa-miR-135b*,RDH10
hsa-miR-135b*,IMPDH1
hsa-miR-135b*,CSH1
hsa-miR-135b*,APC
hsa-miR-135b*,PROC
hsa-miR-135b*,SMAD5
hsa-miR-135b*,MYEF2
hsa-miR-135b*,BMP2
hsa-miR-135b*,RUNX2
hsa-miR-135b*,DBP
hsa-miR-135b*,FOS
hsa-miR-135b*,STAT3
hsa-miR-135b*,ERBB2
hsa-miR-135b*,SP7
hsa-miR-135b*,IBSP
hsa-miR-135b*,MID1
hsa-miR-135b*,BGLAP
hsa-miR-135b*,NPC1
hsa-miR-135b*,TWIST1
hsa-miR-135b*,TXNIP
hsa-miR-135b*,EPHB2
hsa-miR-135b*,LATS2
hsa-miR-135b*,KRAS
hsa-miR-135b*,CCND2
hsa-miR-135b*,NAT13
hsa-miR-135b*,MAPRE2
hsa-miR-138,DICER1
hsa-miR-138,EGF
hsa-miR-138,EGFL7
hsa-miR-138,SLC45A3
hsa-miR-138,SYNE1
hsa-miR-138,MYC
hsa-miR-138,VCAN
hsa-miR-138,FAS
hsa-miR-138,EGFR
hsa-miR-138,RTF1
hsa-miR-138,PAF1
hsa-miR-138,RB1
hsa-miR-138,RB1CC1
hsa-miR-138,NUAK1
hsa-miR-138,LYPLA1
hsa-miR-138,LIMK1
hsa-miR-138,MOV10
hsa-miR-138,SCPEP1
hsa-miR-138,FOXJ3
hsa-miR-138,PDGFRA
hsa-miR-138,SOX6
hsa-miR-138,RHOD
hsa-miR-138,RHOC
hsa-miR-138,ARHGEF3
hsa-miR-138,ROCK2
hsa-miR-138,EID1
hsa-miR-138,ACE
hsa-miR-138,RNASEN
hsa-miR-138,EZH2
hsa-miR-138,CLNS1A
hsa-miR-138,EIF4EBP1
hsa-miR-138,GNAI2
hsa-miR-138,SLC20A1
hsa-miR-138,MTG1
hsa-miR-138,HTR2C
hsa-miR-138,POMC
hsa-miR-138,RGS2
hsa-miR-138,BDNF
hsa-miR-138,CCKBR
hsa-miR-138,SOX9
hsa-miR-138,MET
hsa-miR-138,RET
hsa-miR-138,BRAF
hsa-miR-138,PCSK9
hsa-miR-138,VIM
hsa-miR-138,ZEB2
hsa-miR-138,FOS
hsa-miR-138,SNAI2
hsa-miR-138,FOSL1
hsa-miR-138,CCND1
hsa-miR-138,NPC1
hsa-miR-138,PITX2
hsa-miR-139-3p,MYC
hsa-miR-139-3p,CDKN1B
hsa-miR-139-3p,SSSCA1
hsa-miR-139-3p,CDC73
hsa-miR-139-3p,BRCA1
hsa-miR-139-3p,NFYC
hsa-miR-139-3p,RHOD
hsa-miR-139-3p,ROCK2
hsa-miR-139-3p,THBS1
hsa-miR-139-3p,ERBB2
hsa-miR-139-3p,CXCR4
hsa-miR-139-3p,CD44
hsa-miR-139-5p,SYNE1
hsa-miR-139-5p,MYC
hsa-miR-139-5p,PTEN
hsa-miR-139-5p,PTGS2
hsa-miR-139-5p,CDKN1B
hsa-miR-139-5p,SSSCA1
hsa-miR-139-5p,CDC73
hsa-miR-139-5p,BRCA1
hsa-miR-139-5p,NFYC
hsa-miR-139-5p,RHOD
hsa-miR-139-5p,ROCK2
hsa-miR-139-5p,TAGLN2
hsa-miR-139-5p,THBS1
hsa-miR-139-5p,ERBB2
hsa-miR-139-5p,CXCR4
hsa-miR-139-5p,CD44
hsa-miR-139-5p,EZH2
hsa-miR-141,MAPK14
hsa-miR-141,RPIA
hsa-miR-141,FBXW11
hsa-miR-141,TMEM184B
hsa-miR-141,GPD1
hsa-miR-141,TMOD3
hsa-miR-141,LAMC2
hsa-miR-141,TPPP3
hsa-miR-141,STK3
hsa-miR-141,KLF5
hsa-miR-141,ACTG1
hsa-miR-141,VEGFA
hsa-miR-141,PARP8
hsa-miR-141,C6orf134
hsa-miR-141,SMC1A
hsa-miR-141,STK24
hsa-miR-141,CCNT2
hsa-miR-141,KIAA0152
hsa-miR-141,DMTF1
hsa-miR-141,PTEN
hsa-miR-141,PTPN12
hsa-miR-141,FBXW7
hsa-miR-141,MYCN
hsa-miR-141,CSH1
hsa-miR-141,MET
hsa-miR-141,PTPN14
hsa-miR-141,ZEB1
hsa-miR-141,SIP1
hsa-miR-141,SFRS2IP
hsa-miR-141,SLC9A3R2
hsa-miR-141,ZEB2
hsa-miR-141,TGFB2
hsa-miR-141,PLEKHM1
hsa-miR-141,TACSTD1
hsa-miR-141,KLF8
hsa-miR-141,TWIST2
hsa-miR-141,CSNK1A1
hsa-miR-141,FOXF1
hsa-miR-141,FOXL1
hsa-miR-141,FOXC2
hsa-miR-141,FOXE1
hsa-miR-141,GLI1
hsa-miR-141,GLI2
hsa-miR-141,GLI3
hsa-miR-141,FOXA2
hsa-miR-141,SNAI3
hsa-miR-141,IHH
hsa-miR-141,INHBC
hsa-miR-141,JAG2
hsa-miR-141,MAP3K10
hsa-miR-141,DHH
hsa-miR-141,CDON
hsa-miR-141,FOXP3
hsa-miR-141,FZR1
hsa-miR-141,SUFU
hsa-miR-141,POU3F1
hsa-miR-141,CCND1
hsa-miR-141,SFRP1
hsa-miR-141,SHH
hsa-miR-141,SNAI2
hsa-miR-141,SNAI1
hsa-miR-141,TBX2
hsa-miR-141,TGFB1
hsa-miR-141,TWIST1
hsa-miR-141,INHBE
hsa-miR-141,RUNX2
hsa-miR-141,CCND2
hsa-miR-141,SOX13
hsa-miR-141,MYB
hsa-miR-141,LARP6
hsa-miR-141,CREB1
hsa-miR-141,AKT1
hsa-miR-141,JUN
hsa-miR-141,SULT2A1
hsa-miR-141,CDH1
hsa-miR-141,PDCD4
hsa-miR-141,HOXD10
hsa-miR-141,AHSA1
hsa-miR-141,MAP2K4
hsa-miR-141,MAPKAPK5
hsa-miR-141,CD79A
hsa-miR-141,RAPGEF5
hsa-miR-141,ZFPM2
hsa-miR-141,PIK3CA
hsa-miR-141,EZH2
hsa-miR-141,AMACR
hsa-miR-141,MYC
hsa-miR-141,NPC1
hsa-miR-141,UBAP1
hsa-miR-141,PLUNC
hsa-miR-141,MAPK9
hsa-miR-141,BRD3
hsa-miR-141,CDH17
hsa-miR-141,PSAT1
hsa-miR-141,HIF1A
hsa-miR-141,HPRT1
hsa-miR-141,KLK3
hsa-miR-141,PPIA
hsa-miR-141,RIT2
hsa-miR-141,TBP
hsa-miR-141,ERBB4
hsa-miR-141,KCNMA1
hsa-miR-141,LOX
hsa-miR-141,SEMA6A
hsa-miR-141,PTPN13
hsa-miR-141,SLC12A1
hsa-miR-141,TCF21
hsa-miR-141,CDKN1B
hsa-miR-141,SSSCA1
hsa-miR-141,EGF
hsa-miR-141,PLCG1
hsa-miR-141,CDC25C
hsa-miR-141,ETS1
hsa-miR-141,BMP2
hsa-miR-141,DLC1
hsa-miR-141,RHOD
hsa-miR-141,ZNF77
hsa-miR-141,ZNF135
hsa-miR-141,TP53
hsa-miR-141,ARS2
hsa-miR-141,EIF4E
hsa-miR-141,YAP1
hsa-miR-141,SIDT1
hsa-miR-141,PRAP1
hsa-miR-141,COX8A
hsa-miR-141,EGR2
hsa-miR-141,REL
hsa-miR-141,DPT
hsa-miR-141,MMAB
hsa-miR-141,ATM
hsa-miR-141,PDGFB
hsa-miR-141,ROS1
hsa-miR-141,BBS9
hsa-miR-141,SOX17
hsa-miR-141,TBX1
hsa-miR-141,CXCR4
hsa-miR-141,PROM1
hsa-miR-141*,MAPK14
hsa-miR-141*,RPIA
hsa-miR-141*,FBXW11
hsa-miR-141*,TMEM184B
hsa-miR-141*,GPD1
hsa-miR-141*,TMOD3
hsa-miR-141*,LAMC2
hsa-miR-141*,TPPP3
hsa-miR-141*,STK3
hsa-miR-141*,KLF5
hsa-miR-141*,ACTG1
hsa-miR-141*,VEGFA
hsa-miR-141*,PARP8
hsa-miR-141*,C6orf134
hsa-miR-141*,SMC1A
hsa-miR-141*,STK24
hsa-miR-141*,CCNT2
hsa-miR-141*,KIAA0152
hsa-miR-141*,DMTF1
hsa-miR-141*,PTEN
hsa-miR-141*,PTPN12
hsa-miR-141*,FBXW7
hsa-miR-141*,MYCN
hsa-miR-141*,CSH1
hsa-miR-141*,MET
hsa-miR-141*,PTPN14
hsa-miR-141*,ZEB1
hsa-miR-141*,SIP1
hsa-miR-141*,SFRS2IP
hsa-miR-141*,SLC9A3R2
hsa-miR-141*,ZEB2
hsa-miR-141*,TGFB2
hsa-miR-141*,PLEKHM1
hsa-miR-141*,TACSTD1
hsa-miR-141*,KLF8
hsa-miR-141*,TWIST2
hsa-miR-141*,CSNK1A1
hsa-miR-141*,FOXF1
hsa-miR-141*,FOXL1
hsa-miR-141*,FOXC2
hsa-miR-141*,FOXE1
hsa-miR-141*,GLI1
hsa-miR-141*,GLI2
hsa-miR-141*,GLI3
hsa-miR-141*,FOXA2
hsa-miR-141*,SNAI3
hsa-miR-141*,IHH
hsa-miR-141*,INHBC
hsa-miR-141*,JAG2
hsa-miR-141*,MAP3K10
hsa-miR-141*,DHH
hsa-miR-141*,CDON
hsa-miR-141*,FOXP3
hsa-miR-141*,FZR1
hsa-miR-141*,SUFU
hsa-miR-141*,POU3F1
hsa-miR-141*,CCND1
hsa-miR-141*,SFRP1
hsa-miR-141*,SHH
hsa-miR-141*,SNAI2
hsa-miR-141*,SNAI1
hsa-miR-141*,TBX2
hsa-miR-141*,TGFB1
hsa-miR-141*,TWIST1
hsa-miR-141*,INHBE
hsa-miR-141*,RUNX2
hsa-miR-141*,CCND2
hsa-miR-141*,SOX13
hsa-miR-141*,MYB
hsa-miR-141*,LARP6
hsa-miR-141*,CREB1
hsa-miR-141*,AKT1
hsa-miR-141*,JUN
hsa-miR-141*,SULT2A1
hsa-miR-141*,CDH1
hsa-miR-141*,PDCD4
hsa-miR-141*,HOXD10
hsa-miR-141*,AHSA1
hsa-miR-141*,MAP2K4
hsa-miR-141*,MAPKAPK5
hsa-miR-141*,CD79A
hsa-miR-141*,RAPGEF5
hsa-miR-141*,ZFPM2
hsa-miR-141*,PIK3CA
hsa-miR-141*,EZH2
hsa-miR-141*,AMACR
hsa-miR-141*,MYC
hsa-miR-141*,NPC1
hsa-miR-141*,UBAP1
hsa-miR-141*,PLUNC
hsa-miR-141*,MAPK9
hsa-miR-141*,BRD3
hsa-miR-141*,CDH17
hsa-miR-141*,PSAT1
hsa-miR-141*,HIF1A
hsa-miR-141*,HPRT1
hsa-miR-141*,KLK3
hsa-miR-141*,PPIA
hsa-miR-141*,RIT2
hsa-miR-141*,TBP
hsa-miR-141*,ERBB4
hsa-miR-141*,KCNMA1
hsa-miR-141*,LOX
hsa-miR-141*,SEMA6A
hsa-miR-141*,PTPN13
hsa-miR-141*,SLC12A1
hsa-miR-141*,TCF21
hsa-miR-141*,CDKN1B
hsa-miR-141*,SSSCA1
hsa-miR-141*,EGF
hsa-miR-141*,PLCG1
hsa-miR-141*,CDC25C
hsa-miR-141*,ETS1
hsa-miR-141*,BMP2
hsa-miR-141*,DLC1
hsa-miR-141*,RHOD
hsa-miR-141*,ZNF77
hsa-miR-141*,ZNF135
hsa-miR-141*,TP53
hsa-miR-141*,ARS2
hsa-miR-141*,EIF4E
hsa-miR-141*,YAP1
hsa-miR-141*,SIDT1
hsa-miR-141*,PRAP1
hsa-miR-141*,COX8A
hsa-miR-141*,EGR2
hsa-miR-141*,REL
hsa-miR-141*,DPT
hsa-miR-141*,MMAB
hsa-miR-141*,ATM
hsa-miR-141*,PDGFB
