mir,gene
hsa-miR-106a-5p,MYC
hsa-miR-106a-5p,MYCN
hsa-miR-106a-5p,CDKN1A
hsa-miR-106a-5p,TCEAL1
hsa-miR-106a-5p,ODZ1
hsa-miR-106a-5p,VEGFA
hsa-miR-106a-5p,BCL2L11
hsa-miR-106a-5p,E2F1
hsa-miR-106a-5p,APP
hsa-miR-106a-5p,STAT3
hsa-miR-106a-5p,PTEN
hsa-miR-106a-5p,EGR1
hsa-miR-106a-5p,IL10
hsa-miR-106a-5p,SP1
hsa-miR-106a-5p,FOXP1
hsa-miR-106a-5p,MYB
hsa-miR-106a-5p,KCTD11
hsa-miR-106a-5p,PAK3
hsa-miR-106a-5p,RARG
hsa-miR-106a-5p,CD8A
hsa-miR-106a-5p,COX8A
hsa-miR-106a-5p,SDC1
hsa-miR-106a-5p,PIWIL4
hsa-miR-106a-5p,DICER1
hsa-miR-106a-5p,TNF
hsa-miR-106a-5p,BMPER
hsa-miR-106a-5p,FGF2
hsa-miR-106a-5p,CAMTA1
hsa-miR-106a-5p,ITGB1
hsa-miR-106a-5p,CXCL12
hsa-miR-106a-5p,RUNX2
hsa-miR-106a-5p,CBFB
hsa-miR-106a-5p,CD44
hsa-miR-106a-5p,ATN1
hsa-miR-106a-5p,TP53
hsa-miR-106a-5p,ARPP-21
hsa-miR-106a-5p,CDKN2A
hsa-miR-106a-5p,CHEK1
hsa-miR-106a-5p,IMPACT
hsa-miR-106a-3p,DDX20
hsa-miR-106a-3p,GEMIN5
hsa-miR-106a-3p,EIF2C2
hsa-miR-106a-3p,GEMIN4
hsa-miR-106a-3p,SIP1
hsa-miR-106a-3p,STMN1
hsa-miR-106a-3p,RNPC3
hsa-miR-106a-3p,PLAG1
hsa-miR-106a-3p,RB1
hsa-miR-106a-3p,TGFBR2
hsa-miR-106a-3p,HIPK3
hsa-miR-106a-3p,MYLIP
hsa-miR-106a-3p,CSF1
hsa-miR-106a-3p,RUNX1
hsa-miR-106a-3p,MYC
hsa-miR-106a-3p,MYCN
hsa-miR-106a-3p,CDKN1A
hsa-miR-106a-3p,TCEAL1
hsa-miR-106a-3p,ODZ1
hsa-miR-106a-3p,VEGFA
hsa-miR-106a-3p,BCL2L11
hsa-miR-106a-3p,E2F1
hsa-miR-106a-3p,APP
hsa-miR-106a-3p,STAT3
hsa-miR-106a-3p,PTEN
hsa-miR-106a-3p,EGR1
hsa-miR-106a-3p,IL10
hsa-miR-106a-3p,SP1
hsa-miR-106a-3p,FOXP1
hsa-miR-106a-3p,MYB
hsa-miR-106a-3p,KCTD11
hsa-miR-106a-3p,PAK3
hsa-miR-106a-3p,RARG
hsa-miR-106a-3p,CD8A
hsa-miR-106a-3p,COX8A
hsa-miR-106a-3p,SDC1
hsa-miR-106a-3p,PIWIL4
hsa-miR-106a-3p,DICER1
hsa-miR-106a-3p,TNF
hsa-miR-106a-3p,BMPER
hsa-miR-106a-3p,FGF2
hsa-miR-106a-3p,CAMTA1
hsa-miR-106a-3p,ITGB1
hsa-miR-106a-3p,CXCL12
hsa-miR-106a-3p,RUNX2
hsa-miR-106a-3p,CBFB
hsa-miR-106a-3p,CD44
hsa-miR-106a-3p,ATN1
hsa-miR-106a-3p,TP53
hsa-miR-106a-3p,ARPP-21
hsa-miR-106a-3p,CDKN2A
hsa-miR-106a-3p,CHEK1
hsa-miR-106a-3p,IMPACT
hsa-miR-106b-5p,KRT12
hsa-miR-106b-5p,CDKN1A
hsa-miR-106b-5p,TCEAL1
hsa-miR-106b-5p,NBN
hsa-miR-106b-5p,VEGFA
hsa-miR-106b-5p,BCL2L11
hsa-miR-106b-5p,E2F1
hsa-miR-106b-5p,MCM7
hsa-miR-106b-5p,TGFB1
hsa-miR-106b-5p,C9orf5
hsa-miR-106b-5p,IL6
hsa-miR-106b-5p,CNTN3
hsa-miR-106b-5p,SDC1
hsa-miR-106b-5p,TP53
hsa-miR-106b-5p,SOCS1
hsa-miR-106b-5p,PCAF
hsa-miR-106b-5p,CREB1
hsa-miR-106b-5p,AKT1
hsa-miR-106b-5p,JUN
hsa-miR-106b-5p,CCND1
hsa-miR-106b-5p,BBC3
hsa-miR-106b-5p,MCL1
hsa-miR-106b-5p,TP73
hsa-miR-106b-5p,ITCH
hsa-miR-106b-5p,APP
hsa-miR-106b-5p,CDK2
hsa-miR-106b-5p,CDKN1B
hsa-miR-106b-5p,CDKN1C
hsa-miR-106b-5p,CIB1
hsa-miR-106b-5p,SSSCA1
hsa-miR-106b-5p,CORO1A
hsa-miR-106b-5p,TAF9
hsa-miR-106b-5p,PTEN
hsa-miR-106b-5p,PAK3
hsa-miR-106b-5p,MAPK14
hsa-miR-106b-5p,BMP4
hsa-miR-106b-5p,STAT3
hsa-miR-106b-5p,RARG
hsa-miR-106b-5p,TIMM8A
hsa-miR-106b-5p,BRCA1
hsa-miR-106b-5p,PLK2
hsa-miR-106b-5p,ID3
hsa-miR-106b-5p,EIF2C2
hsa-miR-106b-5p,DICER1
hsa-miR-106b-5p,IL2RA
hsa-miR-106b-5p,IL7R
hsa-miR-106b-5p,CD4
hsa-miR-106b-5p,RNASEN
hsa-miR-106b-5p,PIK3CA
hsa-miR-106b-5p,ERBB2
hsa-miR-106b-5p,NFYC
hsa-miR-106b-5p,VDR
hsa-miR-106b-5p,SLC27A4
hsa-miR-106b-5p,SOX2
hsa-miR-106b-5p,TGFBR2
hsa-miR-106b-5p,KLF4
hsa-miR-106b-5p,MYC
hsa-miR-106b-5p,ULK1
hsa-miR-106b-5p,BSG
hsa-miR-106b-5p,BCL2
hsa-miR-106b-5p,IMPACT
hsa-miR-106b-5p,ARCN1
hsa-miR-106b-3p,KRT12
hsa-miR-106b-3p,CDKN1A
hsa-miR-106b-3p,TCEAL1
hsa-miR-106b-3p,NBN
hsa-miR-106b-3p,VEGFA
hsa-miR-106b-3p,BCL2L11
hsa-miR-106b-3p,E2F1
hsa-miR-106b-3p,MCM7
hsa-miR-106b-3p,TGFB1
hsa-miR-106b-3p,C9orf5
hsa-miR-106b-3p,IL6
hsa-miR-106b-3p,CNTN3
hsa-miR-106b-3p,SDC1
hsa-miR-106b-3p,TP53
hsa-miR-106b-3p,SOCS1
hsa-miR-106b-3p,PCAF
hsa-miR-106b-3p,CREB1
hsa-miR-106b-3p,AKT1
hsa-miR-106b-3p,JUN
hsa-miR-106b-3p,CCND1
hsa-miR-106b-3p,BBC3
hsa-miR-106b-3p,MCL1
hsa-miR-106b-3p,TP73
hsa-miR-106b-3p,ITCH
hsa-miR-106b-3p,APP
hsa-miR-106b-3p,CDK2
hsa-miR-106b-3p,CDKN1B
hsa-miR-106b-3p,CDKN1C
hsa-miR-106b-3p,CIB1
hsa-miR-106b-3p,SSSCA1
hsa-miR-106b-3p,CORO1A
hsa-miR-106b-3p,TAF9
hsa-miR-106b-3p,PTEN
hsa-miR-106b-3p,PAK3
hsa-miR-106b-3p,MAPK14
hsa-miR-106b-3p,BMP4
hsa-miR-106b-3p,STAT3
hsa-miR-106b-3p,RARG
hsa-miR-106b-3p,TIMM8A
hsa-miR-106b-3p,BRCA1
hsa-miR-106b-3p,PLK2
hsa-miR-106b-3p,ID3
hsa-miR-106b-3p,EIF2C2
hsa-miR-106b-3p,DICER1
hsa-miR-106b-3p,IL2RA
hsa-miR-106b-3p,IL7R
hsa-miR-106b-3p,CD4
hsa-miR-106b-3p,RNASEN
hsa-miR-106b-3p,PIK3CA
hsa-miR-106b-3p,ERBB2
hsa-miR-106b-3p,NFYC
hsa-miR-106b-3p,VDR
hsa-miR-106b-3p,SLC27A4
hsa-miR-106b-3p,SOX2
hsa-miR-106b-3p,TGFBR2
hsa-miR-106b-3p,KLF4
hsa-miR-106b-3p,MYC
hsa-miR-106b-3p,ULK1
hsa-miR-106b-3p,BSG
hsa-miR-106b-3p,BCL2
hsa-miR-106b-3p,IMPACT
hsa-miR-106b-3p,ARCN1
hsa-miR-107,DDX20
hsa-miR-107,GEMIN5
hsa-miR-107,EIF2C2
hsa-miR-107,GEMIN4
hsa-miR-107,SIP1
hsa-miR-107,NFKB1
hsa-miR-107,BCL2
hsa-miR-107,PANK1
hsa-miR-107,FBXW7
hsa-miR-107,BACE1
hsa-miR-107,HNF1A
hsa-miR-107,MYC
hsa-miR-107,BDNF
hsa-miR-107,CDK6
hsa-miR-107,ALAS1
hsa-miR-107,DICER1
hsa-miR-107,RNASEN
hsa-miR-107,PDK4
hsa-miR-107,DGCR8
hsa-miR-107,PLAG1
hsa-miR-107,ZCCHC11
hsa-miR-107,LIN28
hsa-miR-107,SETD2
hsa-miR-107,TP53
hsa-miR-107,VEGFA
hsa-miR-107,E2F1
hsa-miR-107,ESR1
hsa-miR-107,SMAD3
hsa-miR-107,MYB
hsa-miR-107,RARA
hsa-miR-107,RXRA
hsa-miR-107,GTF2IRD1
hsa-miR-107,CKAP4
hsa-miR-107,RBBP6
hsa-miR-107,TP73
hsa-miR-107,DMPK
hsa-miR-107,GRN
hsa-miR-107,H2AFX
hsa-miR-107,KIT
hsa-miR-107,PI3
hsa-miR-107,PIK3CA
hsa-miR-107,RAB3GAP1
hsa-miR-107,RBL2
hsa-miR-107,CCND1
hsa-miR-107,BCR
hsa-miR-107,NFYC
hsa-miR-107,FASN
hsa-miR-107,KNTC1
hsa-miR-107,RB1
hsa-miR-107,TLR4
hsa-miR-107,ODZ1
hsa-miR-107,COX8A
hsa-miR-107,PDCD10
hsa-miR-107,AKT1
hsa-miR-107,CASP8AP2
hsa-miR-107,CYP2C19
hsa-miR-107,CYP2C8
hsa-miR-107,CYP2C9
hsa-miR-107,NOTCH2
hsa-miR-107,PTGS2
hsa-miR-107,CXCR4
hsa-miR-107,PROM1
hsa-miR-10a-5p,HOXB8
hsa-miR-10a-5p,HOXA1
hsa-miR-10a-5p,ITGA2B
hsa-miR-10a-5p,MAFB
hsa-miR-10a-5p,DNMT1
hsa-miR-10a-5p,DNMT3B
hsa-miR-10a-5p,HOXA3
hsa-miR-10a-5p,HOXD10
hsa-miR-10a-5p,CDK4
hsa-miR-10a-5p,CLCN3
hsa-miR-10a-5p,MAP3K8
hsa-miR-10a-5p,IRAK4
hsa-miR-10a-5p,PTGS1
hsa-miR-10a-5p,ALG2
hsa-miR-10a-5p,TNFSF10
hsa-miR-10a-5p,HOXA7
hsa-miR-10a-5p,HOXB4
hsa-miR-10a-5p,HOXD1
hsa-miR-10a-5p,FLT3
hsa-miR-10a-5p,HOXA10
hsa-miR-10a-5p,MEIS1
hsa-miR-10a-5p,NPM1
hsa-miR-10a-5p,CXCR4
hsa-miR-10a-5p,PROM1
hsa-miR-10a-5p,JAK2
hsa-miR-10a-5p,RUNX1
hsa-miR-10a-5p,MCL1
hsa-miR-10a-5p,BCR
hsa-miR-10a-5p,USF2
hsa-miR-10a-5p,FGFR3
hsa-miR-10a-5p,DICER1
hsa-miR-10a-5p,HOXD4
hsa-miR-10a-5p,TGFB1
hsa-miR-10a-5p,HOXB1
hsa-miR-10a-5p,HOXB3
hsa-miR-10a-5p,DNTT
hsa-miR-10a-5p,PCNA
hsa-miR-10a-5p,BAX
hsa-miR-10a-5p,CCND1
hsa-miR-10a-5p,ABCC1
hsa-miR-10a-5p,TIMM8A
hsa-miR-10a-5p,CREB1
hsa-miR-10a-5p,ELAVL2
hsa-miR-10a-5p,BDNF
hsa-miR-10a-5p,CAMK2B
hsa-miR-10a-5p,ZEB1
hsa-miR-10a-5p,ZEB2
hsa-miR-10a-5p,LBX1
hsa-miR-10a-5p,IL6
hsa-miR-10a-5p,NFKBIA
hsa-miR-10a-5p,RELA
hsa-miR-10a-5p,CCL2
hsa-miR-10a-5p,MAP3K7
hsa-miR-10a-5p,BTRC
hsa-miR-10a-5p,ARSF
hsa-miR-10a-5p,SFRS1
hsa-miR-10a-5p,TLR4
hsa-miR-10a-5p,AMACR
hsa-miR-10a-5p,RNASEN
hsa-miR-10a-5p,MYC
hsa-miR-10a-5p,MDM4
hsa-miR-10a-5p,TP53
hsa-miR-10a-5p,MYD88
hsa-miR-10a-5p,AKT1
hsa-miR-10a-5p,RHOC
hsa-miR-10a-5p,TWIST1
hsa-miR-10a-5p,CHL1
hsa-miR-10a-5p,PDXP
hsa-miR-10a-5p,FASN
hsa-miR-10a-5p,FOS
hsa-miR-10a-5p,IL10
hsa-miR-10a-5p,LYZ
hsa-miR-10a-5p,GPAM
hsa-miR-10a-5p,SCD
hsa-miR-10a-5p,SOD2
hsa-miR-10a-5p,TNF
hsa-miR-10a-5p,CASP4
hsa-miR-10a-5p,CD36
hsa-miR-10a-5p,PTCRA
hsa-miR-10a-5p,DMPK
hsa-miR-10a-5p,MBL2
hsa-miR-10a-3p,HOXB8
hsa-miR-10a-3p,HOXA1
hsa-miR-10a-3p,ITGA2B
hsa-miR-10a-3p,MAFB
hsa-miR-10a-3p,DNMT1
hsa-miR-10a-3p,DNMT3B
hsa-miR-10a-3p,HOXA3
hsa-miR-10a-3p,HOXD10
hsa-miR-10a-3p,CDK4
hsa-miR-10a-3p,CLCN3
hsa-miR-10a-3p,MAP3K8
hsa-miR-10a-3p,IRAK4
hsa-miR-10a-3p,PTGS1
hsa-miR-10a-3p,ALG2
hsa-miR-10a-3p,TNFSF10
hsa-miR-10a-3p,HOXA7
hsa-miR-10a-3p,HOXB4
hsa-miR-10a-3p,HOXD1
hsa-miR-10a-3p,FLT3
hsa-miR-10a-3p,HOXA10
hsa-miR-10a-3p,MEIS1
hsa-miR-10a-3p,NPM1
hsa-miR-10a-3p,CXCR4
hsa-miR-10a-3p,PROM1
hsa-miR-10a-3p,JAK2
hsa-miR-10a-3p,RUNX1
hsa-miR-10a-3p,MCL1
hsa-miR-10a-3p,BCR
hsa-miR-10a-3p,USF2
hsa-miR-10a-3p,FGFR3
hsa-miR-10a-3p,DICER1
hsa-miR-10a-3p,HOXD4
hsa-miR-10a-3p,TGFB1
hsa-miR-10a-3p,HOXB1
hsa-miR-10a-3p,HOXB3
hsa-miR-10a-3p,DNTT
hsa-miR-10a-3p,PCNA
hsa-miR-10a-3p,BAX
hsa-miR-10a-3p,CCND1
hsa-miR-10a-3p,ABCC1
hsa-miR-10a-3p,TIMM8A
hsa-miR-10a-3p,CREB1
hsa-miR-10a-3p,ELAVL2
hsa-miR-10a-3p,BDNF
hsa-miR-10a-3p,CAMK2B
hsa-miR-10a-3p,ZEB1
hsa-miR-10a-3p,ZEB2
hsa-miR-10a-3p,LBX1
hsa-miR-10a-3p,IL6
hsa-miR-10a-3p,NFKBIA
hsa-miR-10a-3p,RELA
hsa-miR-10a-3p,CCL2
hsa-miR-10a-3p,MAP3K7
hsa-miR-10a-3p,BTRC
hsa-miR-10a-3p,ARSF
hsa-miR-10a-3p,SFRS1
hsa-miR-10a-3p,TLR4
hsa-miR-10a-3p,AMACR
hsa-miR-10a-3p,RNASEN
hsa-miR-10a-3p,MYC
hsa-miR-10a-3p,MDM4
hsa-miR-10a-3p,TP53
hsa-miR-10a-3p,MYD88
hsa-miR-10a-3p,AKT1
hsa-miR-10a-3p,RHOC
hsa-miR-10a-3p,TWIST1
hsa-miR-10a-3p,CHL1
hsa-miR-10a-3p,PDXP
hsa-miR-10a-3p,FASN
hsa-miR-10a-3p,FOS
hsa-miR-10a-3p,IL10
hsa-miR-10a-3p,LYZ
hsa-miR-10a-3p,GPAM
hsa-miR-10a-3p,SCD
hsa-miR-10a-3p,SOD2
hsa-miR-10a-3p,TNF
hsa-miR-10a-3p,CASP4
hsa-miR-10a-3p,CD36
hsa-miR-10a-3p,PTCRA
hsa-miR-10a-3p,DMPK
hsa-miR-10a-3p,MBL2
hsa-miR-10b-5p,HOXA1
hsa-miR-10b-5p,ITGA2B
hsa-miR-10b-5p,MAFB
hsa-miR-10b-5p,APOBEC3G
hsa-miR-10b-5p,HOXD10
hsa-miR-10b-5p,RHOC
hsa-miR-10b-5p,TWIST1
hsa-miR-10b-5p,HOXA7
hsa-miR-10b-5p,HOXB4
hsa-miR-10b-5p,HOXD1
hsa-miR-10b-5p,FLT3
hsa-miR-10b-5p,HOXA10
hsa-miR-10b-5p,MEIS1
hsa-miR-10b-5p,NPM1
hsa-miR-10b-5p,TNC
hsa-miR-10b-5p,SOX4
hsa-miR-10b-5p,CD44
hsa-miR-10b-5p,HNF1A
hsa-miR-10b-5p,RDX
hsa-miR-10b-5p,PLAUR
hsa-miR-10b-5p,EGFR
hsa-miR-10b-5p,BRMS1
hsa-miR-10b-5p,PLAU
hsa-miR-10b-5p,SPP1
hsa-miR-10b-5p,HDAC9
hsa-miR-10b-5p,PDCD4
hsa-miR-10b-5p,PPARA
hsa-miR-10b-5p,TMEM132D
hsa-miR-10b-5p,HOXB8
hsa-miR-10b-5p,COX8A
hsa-miR-10b-5p,KLF4
hsa-miR-10b-5p,NPC1
hsa-miR-10b-5p,PDLIM7
hsa-miR-10b-5p,HLA-E
hsa-miR-10b-5p,MYF5
hsa-miR-10b-5p,MYOD1
hsa-miR-10b-5p,PAX7
hsa-miR-10b-5p,RHOD
hsa-miR-10b-5p,HADH
hsa-miR-10b-5p,RHOA
hsa-miR-10b-5p,SRC
hsa-miR-10b-5p,NFYC
hsa-miR-10b-5p,ZNF77
hsa-miR-10b-5p,ZNF135
hsa-miR-10b-5p,AFP
hsa-miR-10b-5p,THY1
hsa-miR-10b-5p,DICER1
hsa-miR-10b-5p,GLRX3
hsa-miR-10b-5p,AHSA1
hsa-miR-10b-5p,EIF2C2
hsa-miR-10b-5p,GPX3
hsa-miR-10b-5p,SEPN1
hsa-miR-10b-5p,ROS1
hsa-miR-10b-5p,TERT
hsa-miR-10b-5p,WNT5A
hsa-miR-10b-5p,TXNL1
hsa-miR-10b-5p,ERBB2
hsa-miR-10b-5p,AMACR
hsa-miR-10b-5p,RNASEN
hsa-miR-10b-5p,MYC
hsa-miR-10b-5p,PRAP1
hsa-miR-10b-5p,MAPRE1
hsa-miR-10b-5p,HOXD4
hsa-miR-10b-5p,PSAT1
hsa-miR-10b-5p,MAPK8
hsa-miR-10b-5p,WISP2
hsa-miR-10b-5p,AKT1
hsa-miR-10b-5p,MYL9
hsa-miR-10b-5p,ANXA3
hsa-miR-10b-5p,ILF3
hsa-miR-10b-5p,MMP2
hsa-miR-10b-5p,MMP9
hsa-miR-10b-5p,SERPINE1
hsa-miR-10b-5p,PTGS2
hsa-miR-10b-5p,TAF9
hsa-miR-10b-5p,JHDM1D
hsa-miR-10b-5p,RUNX1
hsa-miR-10b-5p,CLDN1
hsa-miR-10b-5p,PTEN
hsa-miR-10b-5p,TPM1
hsa-miR-10b-5p,MET
hsa-miR-10b-5p,SOX2
hsa-miR-10b-5p,DMPK
hsa-miR-10b-5p,MBL2
hsa-miR-10b-3p,HOXA1
hsa-miR-10b-3p,ITGA2B
hsa-miR-10b-3p,MAFB
hsa-miR-10b-3p,APOBEC3G
hsa-miR-10b-3p,HOXD10
hsa-miR-10b-3p,RHOC
hsa-miR-10b-3p,TWIST1
hsa-miR-10b-3p,HOXA7
hsa-miR-10b-3p,HOXB4
hsa-miR-10b-3p,HOXD1
hsa-miR-10b-3p,FLT3
hsa-miR-10b-3p,HOXA10
hsa-miR-10b-3p,MEIS1
hsa-miR-10b-3p,NPM1
hsa-miR-10b-3p,TNC
hsa-miR-10b-3p,SOX4
hsa-miR-10b-3p,CD44
hsa-miR-10b-3p,HNF1A
hsa-miR-10b-3p,RDX
hsa-miR-10b-3p,PLAUR
hsa-miR-10b-3p,EGFR
hsa-miR-10b-3p,BRMS1
hsa-miR-10b-3p,PLAU
hsa-miR-10b-3p,SPP1
hsa-miR-10b-3p,HDAC9
hsa-miR-10b-3p,PDCD4
hsa-miR-10b-3p,PPARA
hsa-miR-10b-3p,TMEM132D
hsa-miR-10b-3p,HOXB8
hsa-miR-10b-3p,PTGS2
hsa-miR-10b-3p,COX8A
hsa-miR-10b-3p,KLF4
hsa-miR-10b-3p,NPC1
hsa-miR-10b-3p,PDLIM7
hsa-miR-10b-3p,HLA-E
hsa-miR-10b-3p,MYF5
hsa-miR-10b-3p,MYOD1
hsa-miR-10b-3p,PAX7
hsa-miR-10b-3p,RHOD
hsa-miR-10b-3p,HADH
hsa-miR-10b-3p,RHOA
hsa-miR-10b-3p,SRC
hsa-miR-10b-3p,NFYC
hsa-miR-10b-3p,ZNF77
hsa-miR-10b-3p,ZNF135
hsa-miR-10b-3p,AFP
hsa-miR-10b-3p,THY1
hsa-miR-10b-3p,DICER1
hsa-miR-10b-3p,GLRX3
hsa-miR-10b-3p,AHSA1
hsa-miR-10b-3p,EIF2C2
hsa-miR-10b-3p,GPX3
hsa-miR-10b-3p,SEPN1
hsa-miR-10b-3p,ROS1
hsa-miR-10b-3p,TERT
hsa-miR-10b-3p,WNT5A
hsa-miR-10b-3p,TXNL1
hsa-miR-10b-3p,ERBB2
hsa-miR-10b-3p,AMACR
hsa-miR-10b-3p,RNASEN
hsa-miR-10b-3p,MYC
hsa-miR-10b-3p,PRAP1
hsa-miR-10b-3p,MAPRE1
hsa-miR-10b-3p,HOXD4
hsa-miR-10b-3p,PSAT1
hsa-miR-10b-3p,MAPK8
hsa-miR-10b-3p,WISP2
hsa-miR-10b-3p,AKT1
hsa-miR-10b-3p,MYL9
hsa-miR-10b-3p,ANXA3
hsa-miR-10b-3p,ILF3
hsa-miR-10b-3p,MMP2
hsa-miR-10b-3p,MMP9
hsa-miR-10b-3p,SERPINE1
hsa-miR-10b-3p,TAF9
hsa-miR-10b-3p,JHDM1D
hsa-miR-10b-3p,RUNX1
hsa-miR-10b-3p,CLDN1
hsa-miR-10b-3p,PTEN
hsa-miR-10b-3p,TPM1
hsa-miR-10b-3p,MET
hsa-miR-10b-3p,SOX2
hsa-miR-10b-3p,DMPK
hsa-miR-10b-3p,MBL2
hsa-miR-122-5p,PRKAA1
hsa-miR-122-5p,PRKAA2
hsa-miR-122-5p,PRKAB1
hsa-miR-122-5p,SLC7A1
hsa-miR-122-5p,CCHCR1
hsa-miR-122-5p,DICER1
hsa-miR-122-5p,CCND1
hsa-miR-122-5p,CCNG1
hsa-miR-122-5p,SCAP
hsa-miR-122-5p,HMOX1
hsa-miR-122-5p,IFNB1
hsa-miR-122-5p,GTF2B
hsa-miR-122-5p,GYS1
hsa-miR-122-5p,CRAT
hsa-miR-122-5p,SF4
hsa-miR-122-5p,CDKN2D
hsa-miR-122-5p,CSK
hsa-miR-122-5p,BCL2
hsa-miR-122-5p,BCL2L2
hsa-miR-122-5p,BPNT1
hsa-miR-122-5p,CLTC
hsa-miR-122-5p,IFNA1
hsa-miR-122-5p,AKT3
hsa-miR-122-5p,TRIB1
hsa-miR-122-5p,AP3M2
hsa-miR-122-5p,EGLN3
hsa-miR-122-5p,ALS2CR13
hsa-miR-122-5p,DUSP2
hsa-miR-122-5p,ALDOA
hsa-miR-122-5p,FOXJ3
hsa-miR-122-5p,XPO6
hsa-miR-122-5p,SLC7A11
hsa-miR-122-5p,RIPK5
hsa-miR-122-5p,FOXP1
hsa-miR-122-5p,ANK2
hsa-miR-122-5p,ANXA11
hsa-miR-122-5p,MECP2
hsa-miR-122-5p,NCAM1
hsa-miR-122-5p,ATP1A2
hsa-miR-122-5p,RAB6B
hsa-miR-122-5p,GALNT10
hsa-miR-122-5p,UBAP2
hsa-miR-122-5p,MAPK11
hsa-miR-122-5p,RAB6A
hsa-miR-122-5p,AACS
hsa-miR-122-5p,ADAM17
hsa-miR-122-5p,TPD52L1
hsa-miR-122-5p,TPD52L2
hsa-miR-122-5p,RAB11FIP1
hsa-miR-122-5p,NFATC2IP
hsa-miR-122-5p,TBX19
hsa-miR-122-5p,NUMBL
hsa-miR-122-5p,G6PC3
hsa-miR-122-5p,ENTPD4
hsa-miR-122-5p,ST3GAL4
hsa-miR-122-5p,PPARA
hsa-miR-122-5p,SMARCD1
hsa-miR-122-5p,TP53
hsa-miR-122-5p,TTR
hsa-miR-122-5p,CTNNB1
hsa-miR-122-5p,APC
hsa-miR-122-5p,FOXA1
hsa-miR-122-5p,FOXA2
hsa-miR-122-5p,RHOA
hsa-miR-122-5p,HNF1A
hsa-miR-122-5p,IHH
hsa-miR-122-5p,RAB27A
hsa-miR-122-5p,SCPEP1
hsa-miR-122-5p,PTEN
hsa-miR-122-5p,SAA4
hsa-miR-122-5p,DCT
hsa-miR-122-5p,ADAM10
hsa-miR-122-5p,IGF1R
hsa-miR-122-5p,SRF
hsa-miR-122-5p,HMGCR
hsa-miR-122-5p,ATP8A2
hsa-miR-122-5p,IL1A
hsa-miR-122-5p,RAC1
hsa-miR-122-5p,CGA
hsa-miR-122-5p,CPT1A
hsa-miR-122-5p,FASN
hsa-miR-122-5p,ACACA
hsa-miR-122-5p,SREBF1
hsa-miR-122-5p,DGAT2
hsa-miR-122-5p,HSPG2
hsa-miR-122-5p,CYP7A1
hsa-miR-122-5p,CYP8B1
hsa-miR-122-5p,DDX6
hsa-miR-122-5p,MET
hsa-miR-122-5p,SFRS1
hsa-miR-122-5p,CREBBP
hsa-miR-122-5p,EIF2C2
hsa-miR-122-5p,NCBP1
hsa-miR-122-5p,IMPACT
hsa-miR-122-5p,IRF9
hsa-miR-122-5p,ESR1
hsa-miR-122-5p,ESR2
hsa-miR-122-5p,SMAD7
hsa-miR-122-5p,SLC17A5
hsa-miR-122-5p,IL6
hsa-miR-122-5p,TNF
hsa-miR-122-5p,EBP
hsa-miR-122-5p,CUX1
hsa-miR-122-5p,HNF4A
hsa-miR-122-5p,PRDX2
hsa-miR-122-5p,NFYC
hsa-miR-122-5p,EPHA2
hsa-miR-122-5p,LITAF
hsa-miR-122-5p,LGALS3
hsa-miR-122-5p,POMC
hsa-miR-122-5p,RUNX2
hsa-miR-122-5p,MLC1
hsa-miR-122-5p,GATA3
hsa-miR-122-5p,MAF
hsa-miR-122-5p,TCF7L2
hsa-miR-122-5p,PPARGC1A
hsa-miR-122-5p,AMACR
hsa-miR-122-5p,PNCK
hsa-miR-122-5p,DUSP9
hsa-miR-122-5p,ERBB4
hsa-miR-122-5p,VEGFA
hsa-miR-122-5p,DNMT1
hsa-miR-122-5p,HFE2
hsa-miR-122-5p,HFE
hsa-miR-122-5p,HAMP
hsa-miR-122-5p,BMPR1A
hsa-miR-122-5p,G3BP1
hsa-miR-122-5p,DCP2
hsa-miR-122-5p,PATL1
hsa-miR-122-5p,LSM1
hsa-miR-122-5p,XRN1
hsa-miR-122-5p,ATXN2
hsa-miR-122-5p,PHB2
hsa-miR-122-5p,AHR
hsa-miR-122-5p,PYCARD
hsa-miR-122-5p,SSB
hsa-miR-122-5p,MYCN
hsa-miR-122-5p,NDRG3
hsa-miR-122-5p,ADM
hsa-miR-122-5p,MARCKSL1
hsa-miR-122-5p,ONECUT1
hsa-miR-122-5p,ONECUT2
hsa-miR-122-5p,FURIN
hsa-miR-122-5p,PPIA
hsa-miR-122-5p,WNT1
hsa-miR-122-5p,IL22
hsa-miR-122-5p,TLR1
hsa-miR-122-5p,TLR3
hsa-miR-122-5p,CD3EAP
hsa-miR-122-5p,CFD
hsa-miR-122-5p,CDKN1A
hsa-miR-122-5p,HIST1H2AE
hsa-miR-122-5p,HSD11B1
hsa-miR-122-5p,TARBP2
hsa-miR-122-5p,NT5C3
hsa-miR-122-5p,DDX3X
hsa-miR-122-5p,ZNF395
hsa-miR-122-5p,PTTG1
hsa-miR-122-5p,ACSF3
hsa-miR-122-5p,ABCD1
hsa-miR-122-5p,FZD5
hsa-miR-122-3p,PRKAA1
hsa-miR-122-3p,PRKAA2
hsa-miR-122-3p,PRKAB1
hsa-miR-122-3p,SLC7A1
hsa-miR-122-3p,CCHCR1
hsa-miR-122-3p,DICER1
hsa-miR-122-3p,CCND1
hsa-miR-122-3p,CCNG1
hsa-miR-122-3p,SCAP
hsa-miR-122-3p,HMOX1
